type_of_day,cost_2pax_2night,cost_2pax_1night,room_type,bedrooms,person_capacity,host_is_superhost,cleanliness_rating,guest_satisfaction_overall,longitude,latitude,distance_km,dist_eiffel_tower_km,dist_louvre_museum_km,dist_notre_dame_cathedral_km,dist_arc_de_triomphe_km,dist_sacré_cœur_km,dist_musée_dorsay_km,dist_centre_pompidou_km,dist_luxembourg_gardens_km,dist_sainte_chapelle_km,dist_panthéon_km,dist_nearest_top_poi_km,dist_avg_top_pois_km,n_top_pois_within_1km,n_top_pois_within_2km,n_top_pois_within_3km,nearest_poi_band,lat_api,lon_api,n_geoapify_pois_total,n_geoapify_tourism,n_geoapify_attractions,n_geoapify_sights,n_geoapify_heritage,geoapify_tourism_density_score,geoapify_limit_hit
weekend,741.681424177463,370.8407120887315,Entire home/apt,2,6.0,False,9.0,94.0,2.36641,48.8711,1.90115487241294,5.446361297231034,2.409173932840143,2.347193614031035,5.231340377248806,2.4320070676982746,3.1627651384879862,1.5631854414945585,3.49749010346265,2.345317319937169,3.1457053163517985,1.5631854414945585,3.1580539608783456,0,1,5,1-2 km,48.87,2.37,20,16,8,11,5,43,1.0
weekend,227.8870351384099,113.94351756920496,Entire home/apt,0,2.0,False,9.0,93.0,2.3371,48.88358,3.214698531699299,4.188931657769985,2.5555210723836175,3.5268752352678527,3.2651092750969117,0.5593090488053011,2.7321248768932254,2.78370272261384,4.156472794502514,3.186302838876672,4.20714123325129,0.5593090488053011,3.116149075546121,1,1,4,0.5-1 km,48.88,2.34,20,11,6,5,12,34,1.0
weekend,195.4981824960388,97.7490912480194,Entire home/apt,0,2.0,False,8.0,85.0,2.36974,48.87016,1.9588060495846145,5.656944218752581,2.5801203546819833,2.3973516861685864,5.481280280860115,2.6791358743601856,3.3517327964014028,1.666169914961274,3.5728399220438467,2.44313195317639,3.180328800196133,1.666169914961274,3.30090358016025,0,1,5,1-2 km,48.87,2.37,20,16,8,11,5,43,1.0
weekend,239.53770155652904,119.76885077826452,Entire home/apt,1,2.0,False,10.0,100.0,2.35455,48.886,3.2746416923560404,5.357933324908962,3.0844281739193486,3.6851605818926663,4.561074778565,0.8407974068669414,3.54074276655833,2.82957565103654,4.603927846548133,3.4735178196677428,4.469529180228303,0.8407974068669414,3.6446687530191966,1,1,2,0.5-1 km,48.89,2.35,15,14,9,5,2,30,0.0
weekend,399.6178581414857,199.8089290707429,Entire home/apt,1,2.0,False,10.0,93.0,2.34318,48.87577,2.24706947514921,4.050810607453021,1.7355009172365077,2.5791843910904313,3.530382235099193,1.2153746270019108,2.132044644502143,1.8112589530409466,3.3170074797487614,2.268949573302938,3.2944991410403213,1.2153746270019108,2.593501256951617,0,3,6,1-2 km,48.88,2.34,20,11,6,5,12,34,1.0
weekend,575.7759343834467,287.88796719172336,Entire home/apt,1,4.0,False,10.0,96.0,2.3422400000000003,48.87403,2.088640603829784,3.9005922043080226,1.531428742926211,2.4046249926264522,3.4549888256505983,1.4102426210797572,1.9345570501455345,1.661574330807144,3.116441947621388,2.0813760738241176,3.1067554161278506,1.4102426210797572,2.4602582205117076,0,4,6,1-2 km,48.87,2.34,20,7,2,5,16,30,1.0
weekend,952.7914996737812,476.3957498368906,Entire home/apt,1,5.0,False,10.0,100.0,2.34249,48.87539,2.2235730460230454,3.9863332304326224,1.6830180013143872,2.5479758905351786,3.4776277854617152,1.2584054291467888,2.0686609459989813,1.7913789869249217,3.268768082934587,2.23035627943687,3.2559205332182835,1.2584054291467888,2.556844516540434,0,3,6,1-2 km,48.88,2.34,20,11,6,5,12,34,1.0
weekend,475.34718985926,237.67359492963,Entire home/apt,1,2.0,True,10.0,96.0,2.36807,48.87874,2.709005093234066,5.837094264885434,3.005877554455755,3.1556911027790084,5.371876135517184,2.029083382177308,3.6799973423647785,2.327216287987813,4.265137839041163,3.095646611622987,3.9621260571967336,2.029083382177308,3.672974657802816,0,0,2,2-3 km,48.88,2.37,20,17,14,3,9,43,1.0
weekend,211.5761021530432,105.7880510765216,Entire home/apt,1,3.0,False,10.0,98.0,2.35284,48.8891,3.616601272958828,5.464249044096274,3.359337154636814,4.019892055205336,4.558829194464761,0.7604964365924342,3.7620370288803477,3.169401038144691,4.905515076765355,3.790885013940722,4.796426642263392,0.7604964365924342,3.858706868499012,1,1,1,0.5-1 km,48.89,2.35,15,14,9,5,2,30,0.0
weekend,176.85711622704818,88.42855811352409,Private room,1,2.0,False,9.0,90.0,2.369,48.876000000000005,2.467377255479698,5.790048306749369,2.864808217056512,2.914227369305047,5.417404312982649,2.2366263217176394,3.5753669795892664,2.1076720018060864,4.048655550410342,2.8859647850596075,3.716305245387869,2.1076720018060864,3.5557079090064385,0,0,5,2-3 km,48.88,2.37,20,17,14,3,9,43,1.0
weekend,278.2179140646845,139.10895703234226,Entire home/apt,1,3.0,False,10.0,92.0,2.36009,48.87211,1.809862855678352,5.034129023380796,2.0842804860041366,2.251886148080225,4.764151607533595,2.043426098866177,2.795380696477548,1.4039568486979808,3.3323618603624774,2.1612160861732526,3.0599031508733625,1.4039568486979808,2.893069200644955,0,1,6,1-2 km,48.87,2.36,20,10,6,7,15,41,
weekend,766.1478236555131,383.07391182775655,Entire home/apt,2,4.0,False,10.0,93.0,2.34892,48.88007,2.627759523797952,4.652905524539304,2.317880515354243,3.01090008889872,4.004357989039249,0.8512356623135544,2.765041749326557,2.1782163107296615,3.862519993616005,2.7581227304637754,3.7722245081853685,0.8512356623135544,3.0173405072466437,1,1,5,0.5-1 km,48.88,2.35,20,15,6,9,14,44,1.0
weekend,382.3748718426694,191.1874359213347,Entire home/apt,1,4.0,False,10.0,96.0,2.371,48.8699,1.997339557616591,5.740159773108294,2.652974259216257,2.431843038576607,5.575375001391186,2.7663096660436612,3.429264405223063,1.720608959489287,3.6137757662950665,2.4933829252315163,3.2077997585859843,1.720608959489287,3.3631493553160916,0,1,5,1-2 km,48.87,2.37,20,16,8,11,5,43,1.0
weekend,493.5222294715258,246.7611147357629,Entire home/apt,1,4.0,False,7.0,85.0,2.35009,48.87678,2.2554354151792944,4.55082532050523,2.01778534666686,2.6442518800629133,4.042496230349465,1.2157238850347871,2.5364084031472887,1.805741077739071,3.528662647079306,2.406324948870749,3.4134786175813807,1.2157238850347871,2.816169835703705,0,2,6,1-2 km,48.88,2.35,20,15,6,9,14,44,1.0
weekend,426.4143909031597,213.20719545157985,Entire home/apt,1,2.0,False,10.0,100.0,2.36565,48.87211,1.9700997866370729,5.423131559497191,2.4181981009660545,2.417181815756048,5.170498014350824,2.313267643722967,3.1578614481972327,1.614284424503918,3.554198947201784,2.394609363848675,3.2197808783439403,1.614284424503918,3.168301219638863,0,1,5,1-2 km,48.87,2.37,20,16,8,11,5,43,1.0
weekend,449.7157237393979,224.85786186969892,Entire home/apt,3,5.0,False,10.0,98.0,2.35345,48.87951,2.5510257186536824,4.909273119820671,2.401094839511108,2.9591924710782114,4.32140018324467,1.1008834072160347,2.926261324693255,2.104682730126211,3.8899765728835027,2.751233757479692,3.7437809693007895,1.1008834072160347,3.1107779375354143,0,1,6,1-2 km,48.88,2.35,20,15,6,9,14,44,1.0
weekend,282.6451673035698,141.3225836517849,Entire home/apt,1,4.0,False,9.0,94.0,2.37661,48.87097,2.3721376642274343,6.166705951681285,3.0776351662243813,2.7947126952302956,5.977013634341297,3.010704115965571,3.8561101204481534,2.125483292553234,3.987305062937589,2.8886167156742766,3.549764815621519,2.125483292553234,3.7434051570677602,0,0,3,2-3 km,48.87,2.38,20,18,10,8,4,40,1.0
weekend,185.47860937645635,92.73930468822816,Private room,1,2.0,False,9.0,92.0,2.34916,48.88795,3.4986446553388024,5.1746949273337055,3.1565078006990968,3.886639554538495,4.261534061169089,0.4643685309025411,3.5187034378876203,3.049297190672224,4.7240942374260655,3.632160545288036,4.64813864232745,0.4643685309025411,3.6516138928244324,1,1,1,0-0.5 km,48.89,2.35,15,14,9,5,2,30,0.0
weekend,383.5399384844813,191.76996924224065,Entire home/apt,1,4.0,False,10.0,98.0,2.37471,48.87201,2.354203657418389,6.059207578682543,2.996318696519322,2.7860450631139893,5.833099737105691,2.8304425301688125,3.763952466486452,2.0786310065795184,3.9707258821364304,2.8520819564180813,3.556392577197439,2.0786310065795184,3.6726897494408277,0,0,5,2-3 km,48.87,2.37,20,16,8,11,5,43,1.0
weekend,438.9971106347283,219.49855531736412,Entire home/apt,1,2.0,False,10.0,100.0,2.33686,48.87795,2.6472424228119174,3.784897648192586,1.9299910682602153,2.9337052327378212,3.0958929043552907,1.0746342869444585,2.1323625548143625,2.2317720137461805,3.530526530009842,2.577167032498033,3.593193595894751,1.0746342869444585,2.6884142867453535,0,2,6,1-2 km,48.88,2.34,20,11,6,5,12,34,1.0
weekend,254.91658122844623,127.45829061422312,Entire home/apt,1,2.0,False,10.0,100.0,2.3559400000000004,48.8757,2.139810913588574,4.888434327891143,2.14910973984325,2.5625008468570867,4.461773055334021,1.5419612691461875,2.7664349990574397,1.701181850227107,3.555196091245453,2.3949064971634786,3.3598792776659447,1.5419612691461875,2.9381377954431107,0,2,6,1-2 km,48.88,2.36,20,15,10,5,10,40,1.0
weekend,348.1219125733992,174.0609562866996,Entire home/apt,0,2.0,False,10.0,87.0,2.34208,48.87936,2.6518176862269587,4.188445517454032,2.1115951292470565,2.9863899829316773,3.4980762423690996,0.8195715288365387,2.4323230031772485,2.213444854235352,3.7044638365726743,2.672777782402989,3.698357234606082,0.8195715288365387,2.8325445111832748,1,1,6,0.5-1 km,48.88,2.34,20,11,6,5,12,34,1.0
weekend,266.5672476465654,133.2836238232827,Entire home/apt,1,2.0,False,9.0,97.0,2.37289,48.88127,3.118307817429027,6.272175022421285,3.4561019246986575,3.5650032603967996,5.756311666975444,2.260384514476504,4.129929504667228,2.751830250020294,4.692842296313127,3.5265195983553412,4.367609181257705,2.260384514476504,4.077870721958239,0,0,2,2-3 km,48.88,2.37,20,17,14,3,9,43,1.0
weekend,461.13337682915466,230.56668841457733,Entire home/apt,1,6.0,False,9.0,78.0,2.3530900000000003,48.87707,2.279393062911941,4.761865811861861,2.153505731871948,2.686614343417298,4.26381112417142,1.2962486200696066,2.7123576507216454,1.8325370126846405,3.6240623817201887,2.4811921432527653,3.4715498031880045,1.2962486200696066,2.928374462295938,0,2,6,1-2 km,48.88,2.35,20,15,6,9,14,44,1.0
weekend,316.19908658775284,158.09954329387642,Entire home/apt,1,3.0,False,10.0,100.0,2.345,48.876000000000005,2.2337589056505607,4.180215196191155,1.795906936270888,2.582477870794993,3.6648481830151187,1.197870269203749,2.230819141816141,1.7915523884630682,3.3623780396899154,2.290615488877739,3.314416212601517,1.197870269203749,2.641109972692429,0,3,6,1-2 km,48.88,2.35,20,15,6,9,14,44,1.0
weekend,358.14148569298163,179.07074284649082,Entire home/apt,2,4.0,True,9.0,95.0,2.3351900000000003,48.88027,2.932722169223557,3.8433290125685815,2.1942954348244226,3.2175255411944983,3.025879445172767,0.9196370719365581,2.3398487124882896,2.5162822142737027,3.7912633287496877,2.856991533683905,3.8700589395359155,0.9196370719365581,2.857511123442832,1,1,5,0.5-1 km,48.88,2.34,20,11,6,5,12,34,1.0
weekend,605.135613757107,302.5678068785535,Entire home/apt,2,6.0,False,8.0,89.0,2.3595900000000003,48.87004,1.5796193807203396,4.934062785233558,1.9207144010648636,2.0230160599020603,4.742438994105722,2.2104182657710014,2.6588789013947864,1.1806919323832115,3.11613099813505,1.9465659630426861,2.8311959510840836,1.1806919323832115,2.7564114252117022,0,3,7,1-2 km,48.87,2.36,20,10,6,7,15,41,
weekend,271.22751421381304,135.61375710690652,Entire home/apt,0,2.0,True,9.0,97.0,2.34416,48.88532,3.2578098961414788,4.7065792669098,2.790295180699743,3.618259707751063,3.8163114008460868,0.1719113416252391,3.0945385911299508,2.8109298649862313,4.379635945634213,3.3275194315525822,4.352027187208402,0.1719113416252391,3.3068007918343314,1,1,3,0-0.5 km,48.89,2.34,20,16,11,9,6,46,1.0
weekend,297.7910336471246,148.8955168235623,Entire home/apt,0,2.0,False,8.0,82.0,2.33398,48.88288,3.232711473857483,3.968317750520623,2.491530129489796,3.5206494598901794,3.024072399188428,0.79063772789063,2.600767479691786,2.813073818633166,4.08542535912249,3.160156541750253,4.172325061049679,0.79063772789063,3.062695572722703,1,1,4,0.5-1 km,48.88,2.33,20,8,4,4,15,31,1.0
weekend,370.7242054245503,185.36210271227517,Entire home/apt,1,4.0,False,8.0,80.0,2.34786,48.88058,2.6933900485552127,4.616784119355782,2.344986085988652,3.070384080156119,3.9384882937556114,0.7643558614251869,2.7667021280751003,2.244236593543105,3.9016001896626666,2.807692106584527,3.8253020494177874,0.7643558614251869,3.0280531507964534,1,1,5,0.5-1 km,48.88,2.35,20,15,6,9,14,44,1.0
weekend,204.11967564544693,102.05983782272348,Entire home/apt,0,2.0,False,10.0,93.0,2.33892,48.88525,3.345921091454699,4.4122944151119325,2.7426545476923025,3.674863803815353,3.454877113500092,0.34555152525641114,2.94871236315425,2.907948188912893,4.343984192661458,3.3488253389041516,4.37293603558778,0.34555152525641114,3.255264752459663,1,1,4,0-0.5 km,48.89,2.34,20,16,11,9,6,46,1.0
weekend,127.9243172709479,63.96215863547395,Shared room,1,4.0,False,10.0,100.0,2.35687,48.87057,1.5857815636013792,4.758751094732324,1.7932763908699119,2.0191322797128555,4.539245867672967,2.0569158692312093,2.506786375433403,1.1600483703293318,3.068204336997906,1.8971907058966628,2.8240939636768316,1.1600483703293318,2.66236452545534,0,3,7,1-2 km,48.87,2.36,20,10,6,7,15,41,
weekend,473.94910988908566,236.97455494454283,Entire home/apt,0,3.0,False,7.0,67.0,2.36314,48.87277,1.9559105655382083,5.2689466626752735,2.306771993600077,2.402219388738452,4.984792811983537,2.13231931257134,3.0265311175925436,1.5721334222432306,3.511397284839904,2.343343879003652,3.209520335413992,1.5721334222432306,3.0757976208662,0,1,5,1-2 km,48.87,2.36,20,10,6,7,15,41,
weekend,254.91658122844623,127.45829061422312,Private room,1,2.0,False,8.0,80.0,2.33564,48.88559,3.461687174947427,4.2654759362362,2.782456146788391,3.770952851175717,3.2481753432145757,0.5592434831123995,2.9212790677783307,3.0312308000479806,4.381454313268177,3.4260681748569386,4.445040027172366,0.5592434831123995,3.2831376143651076,1,1,3,0.5-1 km,48.89,2.34,20,16,11,9,6,46,1.0
weekend,336.00521949855533,168.00260974927767,Entire home/apt,1,2.0,False,10.0,100.0,2.34,48.89,3.832367290541259,4.839376351520166,3.273839241578948,4.177441937827703,3.7513446365084393,0.4312990574109088,3.476816740254001,3.388698208627818,4.874641920218152,3.864684184149644,4.890070422685045,0.4312990574109088,3.6968212700780825,1,1,1,0-0.5 km,48.89,2.34,20,16,11,9,6,46,1.0
weekend,394.02553826078855,197.01276913039428,Private room,1,4.0,False,10.0,100.0,2.34611,48.8834,3.022369614969223,4.687879522094434,2.6105264124149627,3.3916735370257682,3.8870260213010868,0.4278851559247135,2.967544330914132,2.5740731878731493,4.187482342557389,3.1145162909526207,4.136459097089295,0.4278851559247135,3.1985065898147553,1,1,4,0-0.5 km,48.88,2.35,20,15,6,9,14,44,1.0
weekend,387.2681517382794,193.6340758691397,Entire home/apt,0,4.0,False,7.0,69.0,2.34955,48.87023,1.5368413417028517,4.236259704611037,1.3822799428306765,1.9160596583788074,4.009362149707177,1.8911461859215377,2.0278401011989526,1.0882104930233154,2.820633115909114,1.682275379307506,2.684605894837563,1.0882104930233154,2.3738672625725687,0,5,8,1-2 km,48.87,2.35,20,7,4,4,17,33,1.0
weekend,441.5602572467145,220.78012862335729,Entire home/apt,1,2.0,False,7.0,70.0,2.33687,48.87618,2.4717345473128094,3.6760525376600524,1.7332395895670365,2.748080548344425,3.07350855180941,1.2553486132812346,1.9496561315223335,2.063623642802978,3.3337113077913703,2.3859300446856584,3.3998717127170948,1.2553486132812346,2.5619022680181596,0,3,6,1-2 km,48.88,2.34,20,11,6,5,12,34,1.0
weekend,195.4981824960388,97.7490912480194,Entire home/apt,0,2.0,False,8.0,88.0,2.36404,48.87851,2.5761256056967343,5.55619604356002,2.7759459926218155,3.0192664870046193,5.076099685296449,1.781533135101738,3.4256741346690402,2.171640102681811,4.094199707495368,2.9228409567848854,3.8274078757741807,1.781533135101738,3.4650804120989926,0,1,4,1-2 km,48.88,2.36,20,15,10,5,10,40,1.0
weekend,289.6355671544412,144.8177835772206,Entire home/apt,0,2.0,True,10.0,95.0,2.3338400000000004,48.88253,3.201985603946833,3.934236104317027,2.4539622071422795,3.487382680258877,3.0016219761452287,0.8206371679361512,2.560572673835213,2.7837873456335758,4.047181541959008,3.1252009164059986,4.1364796356630436,0.8206371679361512,3.03510622492964,1,1,4,0.5-1 km,48.88,2.33,20,8,4,4,15,31,1.0
weekend,127.9243172709479,63.96215863547395,Shared room,1,4.0,False,10.0,100.0,2.3574,48.87103,1.643647699919128,4.810594688701108,1.8554355173815895,2.078559624142676,4.574138558758932,2.032138304156539,2.565144303115604,1.2205435636202517,3.1315780922885312,1.9604422307027671,2.884181005774836,1.2205435636202517,2.711275588864283,0,3,7,1-2 km,48.87,2.36,20,10,6,7,15,41,
weekend,127.9243172709479,63.96215863547395,Shared room,1,4.0,False,10.0,100.0,2.3566,48.87108,1.6379284790444348,4.756298895352457,1.8136945552262356,2.0692856957406347,4.515385326236489,1.997826117168755,2.5166207922747295,1.2089507501827759,3.1093343019958413,1.9390590581430658,2.8731578362870254,1.2089507501827759,2.6799613328608007,0,4,7,1-2 km,48.87,2.36,20,10,6,7,15,41,
weekend,701.1371050424084,350.5685525212042,Entire home/apt,1,4.0,False,8.0,78.0,2.34832,48.87435,2.003336404335241,4.317781590123517,1.7182700829173954,2.3768234013451024,3.9000216036440434,1.4253214500600409,2.2516821789923753,1.5550466739518667,3.2341168744159767,2.1210922337562694,3.1347349864200242,1.4253214500600409,2.6034891075626616,0,3,6,1-2 km,48.87,2.35,20,7,4,4,17,33,1.0
weekend,289.8685804828036,144.9342902414018,Entire home/apt,1,4.0,False,9.0,90.0,2.36795,48.88185,3.023729119753648,5.9715448601464,3.2420076879843784,3.4690304993101697,5.409350669552806,1.8953694884270953,3.8793623265621697,2.6287294590440937,4.557809593764416,3.38642617676547,4.276929545239461,1.8953694884270953,3.871656030679646,0,1,2,1-2 km,48.88,2.37,20,17,14,3,9,43,1.0
weekend,151.45866343554852,75.72933171777426,Private room,1,2.0,False,9.0,94.0,2.36674,48.88326,3.139815158033527,5.963031207517924,3.300142578587794,3.5831229064778416,5.350633856114232,1.770344942856655,3.912566964676552,2.7348936259089434,4.653036803449175,3.4821461142500003,4.3912717508175145,1.770344942856655,3.9141190750656643,0,1,2,1-2 km,48.88,2.37,20,17,14,3,9,43,1.0
weekend,276.5868207661478,138.2934103830739,Entire home/apt,0,2.0,False,10.0,100.0,2.33657,48.88034,2.896813154408369,3.926839031021199,2.196280243236993,3.192601507908225,3.1257971518653753,0.8532983376853487,2.3763534314867196,2.4748387590402405,3.796474514064879,2.8409231532500265,3.8583586562464487,0.8532983376853487,2.864176478580546,1,1,5,0.5-1 km,48.88,2.34,20,11,6,5,12,34,1.0
weekend,202.95460900363503,101.47730450181751,Entire home/apt,1,2.0,False,9.0,80.0,2.32873,48.89113,4.226622651949925,4.417255509181506,3.45620116817597,4.513728009244305,3.1299498016177223,1.1603791807019987,3.465001278618927,3.804024394296882,5.034252570931762,4.147360417575341,5.153203064104638,1.1603791807019987,3.8281355394449053,0,1,1,1-2 km,48.89,2.33,20,18,5,13,5,41,1.0
weekend,161.71124988349334,80.85562494174667,Entire home/apt,0,2.0,False,10.0,99.0,2.31633,48.88581,4.207120207762766,3.440714691232674,3.2059262363681436,4.397605045251417,2.053376979320177,1.9598393873600994,2.9666023055866,3.8393001242488407,4.661482624547157,3.978841845232185,4.910094215606782,1.9598393873600994,3.5413783454754073,0,1,3,1-2 km,48.89,2.32,19,15,11,4,5,35,0.0
weekend,645.446919563799,322.7234597818995,Entire home/apt,2,6.0,False,9.0,96.0,2.3416200000000003,48.87914,2.6386997053931145,4.14688439103063,2.082415916726081,2.9690644650069413,3.4606968978906503,0.8475709651354222,2.3950823700241135,2.202003115457439,3.6770040733069407,2.651319462119633,3.676747932629398,0.8475709651354222,2.810878958932725,1,1,6,0.5-1 km,48.88,2.34,20,11,6,5,12,34,1.0
weekend,461.13337682915466,230.56668841457733,Entire home/apt,1,4.0,False,10.0,92.0,2.34571,48.88458,3.156563171538904,4.743689001691374,2.7316284158351203,3.52488374573197,3.89720245427527,0.30329703051078727,3.069798328127204,2.7083720614031344,4.31282036550241,3.2450834933881247,4.267714004085528,0.30329703051078727,3.280448890055092,1,1,3,0-0.5 km,48.88,2.35,20,15,6,9,14,44,1.0
weekend,798.5366762978842,399.2683381489421,Entire home/apt,2,3.0,False,10.0,86.0,2.37438,48.872,2.336886774561304,6.035558752286518,2.973994899490032,2.769532041826122,5.809017624416193,2.811415708120253,3.7409978871426346,2.0588787720379256,3.9532736613419965,2.8330063979971114,3.5412878872998537,2.0588787720379256,3.6526963631958638,0,0,5,2-3 km,48.87,2.37,20,16,8,11,5,43,1.0
weekend,236.74154161618048,118.37077080809024,Entire home/apt,0,2.0,False,10.0,93.0,2.36526,48.88335,3.115596189582026,5.872050650634303,3.2391040545563436,3.556860431939678,5.246571276981805,1.6625773704993334,3.8387741627706715,2.7040102509758186,4.612720350092127,3.443095274635342,4.364525595912558,1.6625773704993334,3.8540289418997986,0,1,2,1-2 km,48.88,2.37,20,17,14,3,9,43,1.0
weekend,301.2862335725604,150.6431167862802,Private room,1,2.0,True,10.0,98.0,2.34884,48.88557,3.236868552837507,4.992248741562058,2.8956736854426253,3.6224485338321477,4.148958972401188,0.4380974032281047,3.2756349611361824,2.7873906023477204,4.459772756743907,3.3664869992676785,4.382670337513045,0.4380974032281047,3.436938299347466,1,1,3,0-0.5 km,48.89,2.35,15,14,9,5,2,30,0.0
weekend,240.93578152670327,120.46789076335163,Entire home/apt,0,2.0,False,9.0,96.0,2.33412,48.88704,3.6525839577502497,4.30561755528358,2.9509895389830456,3.957130026994073,3.2172732030773834,0.6576691615201936,3.0565972660360345,3.223661532755919,4.546785635272199,3.607076840166717,4.623593072607271,0.6576691615201936,3.414639383269642,1,1,2,0.5-1 km,48.89,2.33,20,18,5,13,5,41,1.0
weekend,264.23711436294155,132.11855718147078,Entire home/apt,1,4.0,False,10.0,100.0,2.35671,48.87962,2.5791754106794973,5.12557829962392,2.5350591869752424,3.0016297341791383,4.559069555024259,1.2689234017072186,3.0999323971662283,2.1404972229851404,3.980764673108257,2.8260635261556852,3.7978210867983835,1.2689234017072186,3.2335339083723476,0,1,4,1-2 km,48.88,2.36,20,15,10,5,10,40,1.0
weekend,398.68580482803617,199.34290241401808,Entire home/apt,0,4.0,False,8.0,73.0,2.3627700000000003,48.87199,1.865503566702308,5.2174225709221345,2.2346471727021395,2.31196213182839,4.960539856259024,2.1781776590440356,2.962646109899741,1.4838514697735283,3.423886481717983,2.2566958930337258,3.1191230162759607,1.4838514697735283,3.0148952361456662,0,1,6,1-2 km,48.87,2.36,20,10,6,7,15,41,
weekend,324.35455308043623,162.17727654021812,Entire home/apt,1,4.0,False,10.0,100.0,2.37633,48.87081,2.3449930033039608,6.142747377736405,3.0519970866722894,2.7676750507899115,5.957539613909474,3.004493098697628,3.831072351576088,2.0986321393602485,3.960207456979627,2.8615614515901813,3.5230435503077713,2.0986321393602485,3.7198969177619623,0,0,3,2-3 km,48.87,2.38,20,18,10,8,4,40,1.0
weekend,509.8331624568925,254.91658122844623,Entire home/apt,2,4.0,False,9.0,93.0,2.3273,48.88024,3.226153510780416,3.4136520717373458,2.31015276577777,3.4506875790490925,2.4682714887705837,1.3604140999732852,2.251167592802534,2.843589820116093,3.8537315689582887,3.050443412136089,4.024672387286962,1.3604140999732852,2.9026782786608045,0,1,5,1-2 km,48.88,2.33,20,8,4,4,15,31,1.0
weekend,486.5318296206543,243.2659148103272,Entire home/apt,0,4.0,False,10.0,100.0,2.371,48.875,2.447721108729998,5.892212830238,2.9209824363312333,2.8925029882282325,5.559802194915418,2.4196884327583383,3.6508797832944486,2.1106342164232132,4.045898734962269,2.892553745181613,3.687842570933529,2.1106342164232132,3.6072997933266295,0,0,5,2-3 km,48.88,2.37,20,17,14,3,9,43,1.0
weekend,243.2659148103272,121.6329574051636,Entire home/apt,1,2.0,False,10.0,100.0,2.33371,48.8895,3.918138490116255,4.492451647282938,3.2261014313173884,4.227823152756739,3.3256672878258864,0.7538411672325948,3.321207936626096,3.4864500555822535,4.821502679714627,3.8806126714360274,4.897939611255185,0.7538411672325948,3.6433597641029727,1,1,1,0.5-1 km,48.89,2.33,20,18,5,13,5,41,1.0
weekend,146.09935688321372,73.04967844160686,Entire home/apt,0,2.0,False,10.0,100.0,2.34182,48.87696,2.404459870331125,4.029754273668777,1.8451489780479653,2.729001122909851,3.4420589621999063,1.0870755010451978,2.1899273108320143,1.9712219111112017,3.437012692878969,2.4086204821147805,3.4339970592459594,1.0870755010451978,2.6573818294054625,0,3,6,1-2 km,48.88,2.34,20,11,6,5,12,34,1.0
weekend,295.4609003635008,147.7304501817504,Entire home/apt,1,3.0,False,9.0,95.0,2.349,48.883,2.951285679411507,4.834403554105346,2.62661287889031,3.3364972690303407,4.0792868103620545,0.5961333098899901,3.0372278059401436,2.5017379055862117,4.18201844309196,3.082893722910419,4.097853325360806,0.5961333098899901,3.237466502516758,1,1,3,0.5-1 km,48.88,2.35,20,15,6,9,14,44,1.0
weekend,246.29508807903807,123.14754403951903,Entire home/apt,1,2.0,False,10.0,100.0,2.33065,48.88469,3.5213134257471435,3.941605693490611,2.726486217011819,3.794650364867223,2.874485616260396,0.9373512425820797,2.7613355557926322,3.107964226396212,4.306626615116276,3.421839484454808,4.4247244729283866,0.9373512425820797,3.229706948890044,1,1,4,0.5-1 km,48.88,2.33,20,8,4,4,15,31,1.0
weekend,336.00521949855533,168.00260974927767,Entire home/apt,1,2.0,False,10.0,100.0,2.3388,48.87752,2.5439398556347106,3.875484534136017,1.8834643446305814,2.844827524672962,3.2297958874088435,1.0680990705342517,2.1427780342939844,2.1213996641782673,3.4845913564000366,2.501090658149465,3.5222278125148723,1.0680990705342517,2.667375888691928,0,2,6,1-2 km,48.88,2.34,20,11,6,5,12,34,1.0
weekend,622.3786000559232,311.1893000279616,Entire home/apt,1,6.0,False,10.0,97.0,2.34831,48.877,2.2946296511270194,4.446201097730633,1.9847293624481568,2.6712114216517366,3.914911282592838,1.1438960524566326,2.468767222845795,1.8456595480642775,3.5199160739585365,2.413982691870065,3.428970108751271,1.1438960524566326,2.783824486236994,0,3,6,1-2 km,48.88,2.35,20,15,6,9,14,44,1.0
weekend,185.9446360331811,92.97231801659056,Private room,1,2.0,False,9.0,95.0,2.34737,48.88844,3.565079729599037,5.109677411833431,3.1770569649086897,3.9450902850494542,4.161165362510895,0.36729225767376894,3.5082818456151537,3.1157550227173694,4.755415897668026,3.677967186904532,4.697942551975679,0.36729225767376894,3.6515644786856996,1,1,1,0-0.5 km,48.89,2.35,15,14,9,5,2,30,0.0
weekend,155.8859166744338,77.9429583372169,Entire home/apt,0,2.0,False,9.0,88.0,2.37023,48.87132,2.081839902736331,5.72277094467867,2.6678771958175584,2.5221918403606156,5.5089960459792895,2.6193053986844403,3.4306630657079293,1.7776968378732834,3.6933647673879864,2.5573167698755905,3.308195222744426,1.7776968378732834,3.3808378089109787,0,1,5,1-2 km,48.87,2.37,20,16,8,11,5,43,1.0
