,type_of_day,cost_2pax_2night,cost_2pax_1night,room_type,bedrooms,person_capacity,host_is_superhost,cleanliness_rating,guest_satisfaction_overall,longitude,latitude,distance_km
715,weekday,308.04362009506946,154.02181004753473,Private room,1,2.0,False,10.0,88.0,2.35447,48.837140000000005,2.163334222669291
716,weekday,541.0569484574518,270.5284742287259,Entire home/apt,1,4.0,False,9.0,88.0,2.37075,48.84875,1.581020793172209
717,weekday,562.0281480100662,281.0140740050331,Entire home/apt,2,6.0,False,8.0,94.0,2.34769,48.84284,1.5704093493028946
718,weekday,243.2659148103272,121.6329574051636,Private room,1,2.0,False,9.0,88.0,2.3500400000000004,48.83739,2.141058937790173
719,weekday,517.988628949576,258.994314474788,Entire home/apt,1,4.0,False,7.0,53.0,2.37126,48.84945,1.5718391483987322
720,weekday,397.52073818622426,198.76036909311213,Entire home/apt,1,4.0,False,9.0,84.0,2.35802,48.85662,0.3869088757053825
721,weekday,443.657377201976,221.828688600988,Private room,1,2.0,False,10.0,89.0,2.34956,48.83729,2.1556666465436893
722,weekday,405.67620467890765,202.83810233945383,Entire home/apt,0,3.0,False,7.0,77.0,2.3454,48.85199,0.741132408765093
723,weekday,449.7157237393979,224.85786186969895,Private room,1,2.0,False,10.0,100.0,2.342,48.845,1.5083012803501563
724,weekday,449.7157237393979,224.85786186969895,Private room,1,2.0,False,10.0,100.0,2.35,48.862,0.6366707714010568
725,weekday,493.75524279988815,246.87762139994408,Private room,1,2.0,False,10.0,100.0,2.35,48.862,0.636666947248262
726,weekday,298.9561002889365,149.47805014446826,Entire home/apt,1,2.0,False,9.0,91.0,2.34899,48.84807,0.9839506092411504
727,weekday,680.165905489794,340.082952744897,Entire home/apt,1,4.0,False,9.0,87.0,2.34661,48.85209,0.6710488014943603
728,weekday,260.50890110914344,130.25445055457172,Private room,0,2.0,False,9.0,90.0,2.3644,48.85582,0.8589018753810372
729,weekday,295.4609003635008,147.7304501817504,Entire home/apt,1,4.0,False,9.0,100.0,2.34908,48.83709,2.1818328293751352
730,weekday,541.0569484574518,270.5284742287259,Entire home/apt,1,4.0,False,10.0,100.0,2.36956,48.85065,1.3978891210497888
731,weekday,730.0307577593438,365.0153788796719,Private room,2,5.0,False,8.0,92.0,2.35624,48.852540000000005,0.5158315389405549
732,weekday,248.3922080342996,124.1961040171498,Entire home/apt,1,3.0,False,7.0,84.0,2.33813,48.84151,1.9878504271983768
733,weekday,590.9218007270016,295.4609003635008,Entire home/apt,1,2.0,True,9.0,94.0,2.35573,48.85709,0.2264878341096425
734,weekday,636.1263864293038,318.0631932146519,Entire home/apt,1,4.0,False,10.0,94.0,2.36057,48.85657,0.5739294896211978
735,weekday,183.1484760928325,91.57423804641626,Entire home/apt,0,2.0,False,10.0,93.0,2.35596,48.86169,0.6163616282794562
736,weekday,581.8342809208687,290.9171404604343,Entire home/apt,1,3.0,False,10.0,97.0,2.35272,48.857890000000005,0.1470688958872989
737,weekday,591.154814055364,295.577407027682,Entire home/apt,2,4.0,True,9.0,94.0,2.369,48.865,1.5166423662232182
738,weekday,324.5875664087986,162.2937832043993,Entire home/apt,2,4.0,False,10.0,100.0,2.35756,48.83872,2.01518257968962
739,weekday,462.29844347096656,231.14922173548328,Shared room,1,2.0,False,9.0,100.0,2.34995,48.8552,0.2553003552900973
740,weekday,507.7360425016311,253.86802125081556,Entire home/apt,0,3.0,False,10.0,100.0,2.35591,48.86236,0.684547569068333
741,weekday,774.3032901481965,387.15164507409827,Entire home/apt,2,4.0,False,10.0,100.0,2.3497,48.85826,0.2921458175866923
742,weekday,275.6547674526983,137.82738372634915,Entire home/apt,0,2.0,False,10.0,100.0,2.34932,48.85051,0.7187263039107399
743,weekday,621.2135334141113,310.60676670705567,Entire home/apt,1,4.0,False,10.0,93.0,2.3547700000000003,48.85969,0.3775925541324354
744,weekday,194.3331158542269,97.16655792711344,Private room,1,2.0,False,9.0,88.0,2.35509,48.84131,1.7047580571000405
745,weekday,317.5971665579271,158.79858327896355,Private room,1,2.0,False,9.0,87.0,2.36767,48.86103,1.201878955132191
746,weekday,429.676577500233,214.8382887501165,Private room,1,3.0,False,10.0,100.0,2.3673900000000003,48.86112,1.187429658936643
747,weekday,289.6355671544412,144.8177835772206,Private room,1,2.0,False,10.0,94.0,2.36735,48.86087,1.1731578693443077
748,weekday,370.7242054245503,185.36210271227515,Entire home/apt,0,2.0,False,10.0,96.0,2.36468,48.86027,0.9673413492723306
749,weekday,880.7903812098052,440.3951906049026,Entire home/apt,1,3.0,False,10.0,100.0,2.36231,48.86013,0.8056421767672944
750,weekday,191.3039425855159,95.65197129275795,Private room,1,2.0,False,10.0,100.0,2.36121,48.83748,2.21084987543888
751,weekday,168.70164973436482,84.35082486718241,Private room,0,2.0,False,8.0,84.0,2.3578900000000003,48.86123,0.6411538625030254
752,weekday,606.0676670705565,303.03383353527823,Entire home/apt,1,4.0,False,9.0,80.0,2.36004,48.8557,0.5436737331242935
753,weekday,394.02553826078855,197.01276913039428,Entire home/apt,0,2.0,False,10.0,100.0,2.34927,48.83861,2.012444962840901
754,weekday,847.2364619256222,423.6182309628111,Entire home/apt,2,6.0,False,9.0,67.0,2.35584,48.85003,0.7613043132675823
755,weekday,615.3882002050517,307.69410010252585,Entire home/apt,1,4.0,False,10.0,100.0,2.36178,48.85675,0.6630032788237008
756,weekday,642.1847329667257,321.09236648336287,Entire home/apt,1,4.0,False,10.0,100.0,2.35558,48.85945,0.382013592444242
757,weekday,329.01481964768385,164.50740982384193,Entire home/apt,1,3.0,False,9.0,97.0,2.3680000000000003,48.863,1.3278971653067182
758,weekday,521.4838288750117,260.74191443750584,Entire home/apt,2,6.0,False,10.0,92.0,2.36404,48.84289,1.731562862332097
759,weekday,515.6584956659522,257.8292478329761,Entire home/apt,1,4.0,False,10.0,96.0,2.36072,48.85634,0.5854809793536733
760,weekday,226.721968496598,113.360984248299,Entire home/apt,0,2.0,False,9.0,92.0,2.36764,48.85334,1.1499829590526252
761,weekday,760.3224904464536,380.1612452232268,Entire home/apt,2,6.0,False,8.0,100.0,2.35239,48.83914,1.937476228577077
762,weekday,461.13337682915466,230.56668841457733,Entire home/apt,1,2.0,False,9.0,91.0,2.36267,48.855920000000005,0.731498935230419
763,weekday,671.7774256687483,335.88871283437413,Entire home/apt,1,5.0,False,10.0,100.0,2.357,48.864,0.8832488179632244
764,weekday,336.00521949855533,168.00260974927767,Entire home/apt,1,4.0,False,10.0,100.0,2.35467,48.83883,1.9768177724363416
765,weekday,247.46015472085003,123.73007736042501,Private room,1,2.0,False,10.0,100.0,2.35842,48.85815,0.4518747087681883
766,weekday,736.788144281853,368.3940721409265,Entire home/apt,2,6.0,False,8.0,80.0,2.36457,48.84896,1.2114014980721892
767,weekday,275.6547674526983,137.82738372634915,Entire home/apt,1,4.0,False,10.0,93.0,2.35838,48.85818,0.4505045377307201
768,weekday,244.66399478050144,122.33199739025072,Entire home/apt,0,2.0,False,10.0,100.0,2.34167,48.84649,1.3838806497395149
769,weekday,880.7903812098052,440.3951906049026,Entire home/apt,2,4.0,False,10.0,100.0,2.35388,48.85353,0.3477052088428192
770,weekday,224.3918352129742,112.1959176064871,Entire home/apt,0,2.0,False,8.0,80.0,2.3580400000000004,48.85374,0.4995640111113466
771,weekday,774.3032901481965,387.15164507409827,Entire home/apt,1,6.0,False,10.0,100.0,2.34261,48.84786,1.220572807735875
772,weekday,475.1141765308976,237.5570882654488,Entire home/apt,1,4.0,False,10.0,100.0,2.3681,48.86475,1.4476796408077397
773,weekday,173.12890297325006,86.56445148662503,Entire home/apt,0,6.0,False,10.0,80.0,2.35209,48.84407,1.3900960108037332
774,weekday,375.384471991798,187.692235995899,Entire home/apt,1,4.0,False,10.0,90.0,2.3505,48.84903,0.853899420775052
775,weekday,735.8560909684035,367.92804548420173,Entire home/apt,2,6.0,False,10.0,96.0,2.34784,48.83684,2.222344033017173
776,weekday,764.9827570137012,382.4913785068506,Entire home/apt,2,6.0,False,9.0,93.0,2.3460400000000003,48.83762,2.162973165725313
777,weekday,533.1344952931308,266.5672476465654,Entire home/apt,2,4.0,False,10.0,100.0,2.34217,48.84847,1.1883299483640175
778,weekday,950.4613663901577,475.2306831950788,Entire home/apt,2,4.0,False,10.0,100.0,2.36598,48.856390000000005,0.9709945930511342
779,weekday,243.2659148103272,121.6329574051636,Entire home/apt,0,2.0,False,8.0,90.0,2.36924,48.846340000000005,1.660332459008278
780,weekday,443.8903905303383,221.94519526516916,Entire home/apt,0,2.0,False,10.0,60.0,2.35791,48.85313,0.5380502819779788
781,weekday,264.0041010345792,132.0020505172896,Entire home/apt,1,2.0,False,8.0,85.0,2.351,48.845,1.2922260675225623
782,weekday,359.0735390064312,179.5367695032156,Entire home/apt,1,4.0,False,9.0,89.0,2.34857,48.8483,0.9687397798474991
783,weekday,151.45866343554852,75.72933171777426,Entire home/apt,1,4.0,False,8.0,82.0,2.3680000000000003,48.851000000000006,1.278749492936908
784,weekday,523.8139621586355,261.90698107931775,Entire home/apt,1,4.0,False,9.0,91.0,2.34881,48.84357,1.473382128406164
785,weekday,1124.2893093484947,562.1446546742474,Entire home/apt,3,4.0,True,10.0,97.0,2.3548,48.84342,1.4692696949731805
786,weekday,1107.2793363780409,553.6396681890204,Entire home/apt,1,4.0,False,9.0,96.0,2.35504,48.85172,0.5644736181623748
787,weekday,359.0735390064312,179.5367695032156,Entire home/apt,1,3.0,False,8.0,81.0,2.35767,48.86044,0.5619834139911931
788,weekday,625.873799981359,312.9368999906795,Entire home/apt,1,2.0,True,9.0,94.0,2.36228,48.8578,0.7126638655058135
789,weekday,293.82980706496414,146.91490353248207,Entire home/apt,1,2.0,False,8.0,86.0,2.35944,48.85655,0.491039445352167
790,weekday,863.5473949109889,431.77369745549447,Entire home/apt,1,3.0,False,10.0,98.0,2.35475,48.8525,0.4753960133427051
791,weekday,577.174014353621,288.5870071768105,Entire home/apt,2,5.0,True,9.0,94.0,2.3673,48.85269,1.151339612613684
792,weekday,370.7242054245503,185.36210271227515,Entire home/apt,1,3.0,False,10.0,97.0,2.35522,48.83768,2.1074254569364337
793,weekday,452.0458570230217,226.02292851151086,Entire home/apt,1,2.0,False,9.0,90.0,2.36262,48.85748,0.7313732799277546
794,weekday,805.5270761487558,402.7635380743779,Entire home/apt,1,2.0,False,10.0,97.0,2.3561400000000003,48.85235,0.5308080773244648
795,weekday,227.1879951533228,113.5939975766614,Entire home/apt,0,2.0,False,9.0,95.0,2.35092,48.84084,1.753425894325909
796,weekday,308.7426600801566,154.3713300400783,Entire home/apt,1,2.0,False,9.0,80.0,2.362,48.841,1.8589486126666932
797,weekday,336.00521949855533,168.00260974927767,Entire home/apt,0,4.0,False,10.0,95.0,2.34256,48.84686,1.3125626172084062
798,weekday,643.1167862801752,321.5583931400876,Entire home/apt,2,5.0,False,10.0,94.0,2.35218,48.84769,0.9877055531377604
799,weekday,637.2914530711157,318.64572653555786,Entire home/apt,2,4.0,True,10.0,95.0,2.35327,48.846990000000005,1.0653181761274368
800,weekday,373.2873520365365,186.64367601826825,Entire home/apt,1,3.0,False,9.0,90.0,2.36293,48.85909,0.7979587255255878
801,weekday,505.1728958896449,252.58644794482245,Entire home/apt,0,2.0,True,10.0,100.0,2.3649400000000003,48.85861,0.9228621936059128
802,weekday,768.4779569391369,384.23897846956845,Entire home/apt,2,6.0,False,9.0,88.0,2.3504,48.84143,1.6915093489466324
803,weekday,417.0938577686644,208.5469288843322,Entire home/apt,1,2.0,False,10.0,95.0,2.36627,48.85917,1.0333624998258095
804,weekday,672.0104389971107,336.00521949855533,Entire home/apt,1,3.0,True,9.0,96.0,2.34945,48.85161,0.6017567443285841
805,weekday,938.8106999720384,469.4053499860192,Entire home/apt,0,2.0,False,9.0,94.0,2.36559,48.85706,0.9437369877840712
806,weekday,878.227234597819,439.1136172989095,Entire home/apt,0,4.0,False,9.0,89.0,2.35658,48.8571,0.2873944575698172
807,weekday,305.946500139808,152.973250069904,Entire home/apt,1,2.0,False,9.0,94.0,2.3479400000000004,48.84748,1.0699171662301048
808,weekday,278.2179140646845,139.10895703234226,Shared room,1,3.0,True,10.0,97.0,2.36498,48.85026,1.1388896291456914
809,weekday,231.38223506384568,115.69111753192284,Entire home/apt,1,2.0,True,9.0,95.0,2.37,48.847,1.6532800720084622
810,weekday,623.5436666977351,311.7718333488676,Entire home/apt,1,4.0,False,9.0,95.0,2.357,48.863,0.7802307778961396
811,weekday,333.6750862149315,166.83754310746576,Entire home/apt,1,2.0,True,10.0,99.0,2.3555200000000003,48.8433,1.4888319302707078
812,weekday,1170.658961692609,585.3294808463045,Entire home/apt,1,2.0,False,9.0,94.0,2.35577,48.8592,0.3672603293536658
813,weekday,764.9827570137012,382.4913785068506,Entire home/apt,1,4.0,False,9.0,94.0,2.34626,48.85183,0.7097168653678684
814,weekday,1100.9879765122566,550.4939882561283,Entire home/apt,2,5.0,True,10.0,100.0,2.35009,48.86113,0.5433789368683117
815,weekday,1235.4366669773513,617.7183334886756,Entire home/apt,2,6.0,False,10.0,98.0,2.36387,48.855540000000005,0.8239562564798849
816,weekday,881.0233945381676,440.5116972690838,Entire home/apt,1,2.0,False,10.0,88.0,2.33707,48.85208,1.2534920250147996
817,weekday,475.34718985926,237.67359492963,Entire home/apt,0,4.0,False,10.0,93.0,2.30487,48.86157,3.5555262473801186
818,weekday,388.6662317084537,194.33311585422686,Entire home/apt,1,2.0,True,10.0,98.0,2.30088,48.86936,4.061287249973619
819,weekday,312.9368999906795,156.46844999533974,Entire home/apt,0,2.0,False,10.0,94.0,2.3,48.886,5.066318733538066
820,weekday,289.6355671544412,144.8177835772206,Entire home/apt,1,2.0,False,9.0,93.0,2.30831,48.85659,3.259608517645008
821,weekday,183.1484760928325,91.57423804641626,Entire home/apt,1,2.0,False,9.0,90.0,2.29332,48.84765,4.470865865399045
822,weekday,174.52698294342437,87.26349147171219,Private room,1,2.0,False,9.0,91.0,2.31829,48.84282,2.953915608312789
823,weekday,242.56687482524,121.28343741262,Entire home/apt,0,2.0,False,9.0,92.0,2.3005400000000003,48.87422,4.302521838808613
824,weekday,881.0233945381676,440.5116972690838,Entire home/apt,1,2.0,False,9.0,83.0,2.33747,48.85171,1.2439050593450292
825,weekday,563.1932146518781,281.59660732593903,Entire home/apt,1,4.0,False,9.0,85.0,2.31225,48.86042,3.001205338015436
826,weekday,567.8534812191258,283.9267406095629,Entire home/apt,1,2.0,False,10.0,99.0,2.32691,48.84766,2.13839685926739
827,weekday,530.8043620095069,265.40218100475346,Private room,1,2.0,True,10.0,98.0,2.33947,48.84922,1.271047990543202
828,weekday,288.7035138409917,144.35175692049586,Entire home/apt,0,2.0,False,10.0,96.0,2.33199,48.85248,1.588968483594542
829,weekday,1402.7402367415416,701.3701183707708,Entire home/apt,3,6.0,False,10.0,91.0,2.32978,48.84657,2.01834594433792
830,weekday,428.7445241867835,214.37226209339175,Entire home/apt,0,4.0,False,9.0,94.0,2.30179,48.87297,4.1584014680012205
831,weekday,452.0458570230217,226.02292851151086,Entire home/apt,1,6.0,False,9.0,92.0,2.33154,48.84369,2.114144391356283
832,weekday,345.3257526330506,172.6628763165253,Entire home/apt,1,2.0,False,9.0,93.0,2.32123,48.84436,2.680952443778688
833,weekday,268.6643676018268,134.3321838009134,Private room,1,2.0,False,10.0,96.0,2.30791,48.87561,3.9108301390488576
834,weekday,486.7648429490167,243.38242147450836,Entire home/apt,1,3.0,True,10.0,98.0,2.3040000000000003,48.867,3.758799813129493
835,weekday,348.587939230124,174.293969615062,Private room,1,2.0,False,10.0,93.0,2.338,48.852,1.1949518160809651
836,weekday,287.3054338708174,143.6527169354087,Private room,1,2.0,False,10.0,95.0,2.326,48.841,2.616334771865716
837,weekday,362.5687389318669,181.28436946593345,Entire home/apt,1,2.0,True,10.0,96.0,2.29332,48.85396,4.368933861431271
838,weekday,503.7748159194706,251.8874079597353,Entire home/apt,1,2.0,False,9.0,100.0,2.30669,48.86698,3.5709150317151983
839,weekday,167.5365830925529,83.76829154627644,Entire home/apt,1,2.0,False,9.0,87.0,2.2860400000000003,48.88096,5.593358199443367
840,weekday,851.4307018361451,425.71535091807255,Entire home/apt,2,6.0,False,9.0,88.0,2.31892,48.8463,2.731441790120217
841,weekday,608.3978003541803,304.19890017709014,Entire home/apt,1,3.0,False,7.0,83.0,2.3239,48.84922,2.268294415050466
842,weekday,385.8700717681052,192.9350358840526,Entire home/apt,0,3.0,False,10.0,100.0,2.30533,48.87831,4.234971224422957
843,weekday,432.2397241122192,216.1198620561096,Entire home/apt,0,2.0,False,9.0,81.0,2.33245,48.85232,1.561934689634645
844,weekday,396.3556715444124,198.1778357722062,Entire home/apt,1,2.0,False,10.0,100.0,2.30561,48.87116,3.818856747796048
845,weekday,461.13337682915466,230.56668841457733,Entire home/apt,1,4.0,False,9.0,100.0,2.29876,48.84807,4.071582652394864
846,weekday,660.8257992357163,330.41289961785816,Entire home/apt,1,4.0,False,8.0,87.0,2.33701,48.85049,1.3375181894254142
847,weekday,375.6174853201603,187.80874266008016,Entire home/apt,0,2.0,False,10.0,91.0,2.2904,48.87037,4.823346643842071
848,weekday,498.1824960387734,249.0912480193867,Private room,1,3.0,True,10.0,99.0,2.3,48.885,4.995291734775067
849,weekday,637.2914530711157,318.64572653555786,Entire home/apt,3,5.0,False,8.0,88.0,2.33851,48.85118,1.2038297763140655
850,weekday,228.58607512349707,114.29303756174853,Entire home/apt,0,2.0,False,9.0,90.0,2.297,48.867,4.250154206018222
851,weekday,301.2862335725604,150.6431167862802,Private room,1,2.0,False,10.0,100.0,2.32787,48.84898,2.0103998583599223
852,weekday,218.79951533227705,109.39975766613853,Entire home/apt,0,2.0,False,8.0,90.0,2.30455,48.85911,3.5466192445275566
853,weekday,266.5672476465654,133.2836238232827,Entire home/apt,0,2.0,False,9.0,86.0,2.30356,48.84315,3.904608946566367
854,weekday,527.3091620840712,263.6545810420356,Entire home/apt,2,4.0,False,9.0,95.0,2.30897,48.85021,3.288218119398498
855,weekday,377.7146052754218,188.8573026377109,Private room,1,2.0,False,10.0,100.0,2.2964900000000004,48.87554,4.633762505919022
856,weekday,339.50041942399105,169.75020971199552,Entire home/apt,1,4.0,False,9.0,94.0,2.3094900000000003,48.84137,3.595192235251625
857,weekday,1097.9588032435456,548.9794016217728,Private room,2,4.0,False,10.0,87.0,2.30892,48.85466,3.2219036435662622
858,weekday,310.60676670705567,155.30338335352783,Private room,1,4.0,False,10.0,95.0,2.30317,48.87925,4.4246800828813
859,weekday,1031.5500046602665,515.7750023301332,Entire home/apt,2,4.0,False,9.0,92.0,2.29475,48.86982,4.501657877452035
860,weekday,471.1529499487371,235.57647497436855,Private room,2,4.0,False,9.0,93.0,2.29176,48.87622,4.977827174626857
861,weekday,401.71497809674713,200.85748904837357,Private room,1,2.0,False,10.0,90.0,2.28643,48.87548,5.298688969105071
862,weekday,753.0990772672197,376.54953863360987,Entire home/apt,2,4.0,True,10.0,96.0,2.31016,48.87707,3.866489079526314
863,weekday,298.9561002889365,149.47805014446826,Private room,1,2.0,False,9.0,86.0,2.33724,48.86362,1.3814398448833718
864,weekday,741.681424177463,370.8407120887315,Entire home/apt,0,6.0,False,10.0,80.0,2.3132200000000003,48.8507,2.972060236596477
865,weekday,383.5399384844813,191.76996924224065,Private room,1,2.0,False,9.0,83.0,2.30936,48.8546,3.190145491387126
866,weekday,291.4996737813403,145.74983689067014,Private room,1,2.0,False,10.0,94.0,2.32015,48.84436,2.749565876962346
867,weekday,266.5672476465654,133.2836238232827,Entire home/apt,1,2.0,False,9.0,89.0,2.29624,48.87836,4.800295464600641
868,weekday,686.2242520272159,343.11212601360796,Private room,1,2.0,True,10.0,88.0,2.33935,48.84805,1.3646269140175225
869,weekday,601.4074005033088,300.7037002516544,Entire home/apt,1,4.0,True,10.0,99.0,2.3,48.84797,3.985801368730721
870,weekday,962.1120328082768,481.0560164041384,Entire home/apt,2,4.0,False,10.0,96.0,2.33005,48.84747,1.948059225782308
871,weekday,567.8534812191258,283.9267406095629,Entire home/apt,1,4.0,True,10.0,99.0,2.28507,48.8776,5.486528501531316
872,weekday,672.0104389971107,336.00521949855533,Entire home/apt,2,4.0,False,10.0,98.0,2.33241,48.84057,2.3213191334112726
873,weekday,332.743032901482,166.371516450741,Entire home/apt,1,2.0,False,9.0,94.0,2.3315200000000003,48.85249,1.6217164312382628
874,weekday,238.8386615714419,119.41933078572094,Private room,1,2.0,False,9.0,95.0,2.29347,48.86264,4.4000560301235465
875,weekday,560.8630813682543,280.4315406841271,Entire home/apt,1,4.0,False,9.0,92.0,2.28567,48.87389,5.283012796087283
876,weekday,605.135613757107,302.5678068785535,Entire home/apt,1,4.0,False,8.0,88.0,2.29437,48.8503,4.33873141876412
877,weekday,287.3054338708174,143.6527169354087,Private room,1,2.0,False,10.0,92.0,2.326,48.841,2.616333565728301
878,weekday,336.23823282691774,168.11911641345887,Entire home/apt,1,2.0,False,9.0,93.0,2.29871,48.84611,4.131152701385492
879,weekday,471.38596327709945,235.69298163854972,Entire home/apt,1,3.0,True,10.0,97.0,2.30955,48.85956,3.1859608078337294
880,weekday,475.34718985926,237.67359492963,Entire home/apt,1,4.0,True,10.0,97.0,2.3244,48.846540000000005,2.359421621386117
881,weekday,573.4458010998229,286.72290054991146,Entire home/apt,0,4.0,False,8.0,83.0,2.30596,48.87227,3.849958413996089
882,weekday,1506.8971945195265,753.4485972597632,Entire home/apt,1,4.0,False,9.0,92.0,2.32749,48.84526,2.238979563972124
883,weekday,387.96719172336657,193.98359586168328,Entire home/apt,2,2.0,True,10.0,99.0,2.2843400000000003,48.87837,5.571662989233593
884,weekday,394.02553826078855,197.01276913039428,Entire home/apt,1,2.0,False,8.0,76.0,2.3068,48.85741,3.371645173355169
885,weekday,438.0650573212788,219.0325286606394,Entire home/apt,1,2.0,True,10.0,100.0,2.3080000000000003,48.88399999999999,4.479744352485159
886,weekday,1412.9928231894864,706.4964115947432,Entire home/apt,2,6.0,True,10.0,97.0,2.30358,48.87301,4.042817144542216
887,weekday,1147.3576288563706,573.6788144281853,Entire home/apt,3,5.0,False,10.0,100.0,2.30667,48.87182,3.780924297769515
888,weekday,463.46351011277847,231.73175505638923,Private room,1,4.0,False,7.0,75.0,2.31116,48.87256,3.530414106000473
889,weekday,683.8941187435921,341.94705937179606,Entire home/apt,1,4.0,True,10.0,97.0,2.30622,48.86943,3.699973024685752
890,weekday,475.34718985926,237.67359492963,Entire home/apt,1,2.0,True,10.0,100.0,2.30987,48.87784,3.9344972567045344
891,weekday,470.45390996365,235.226954981825,Private room,1,2.0,False,9.0,91.0,2.337,48.854,1.1897938888179995
892,weekday,354.6462857675459,177.32314288377296,Entire home/apt,0,2.0,True,10.0,91.0,2.28542,48.8821,5.695182182098405
893,weekday,417.0938577686644,208.5469288843322,Entire home/apt,1,3.0,False,8.0,80.0,2.28559,48.88163,5.658485293004876
894,weekday,517.988628949576,258.994314474788,Entire home/apt,1,3.0,False,10.0,80.0,2.30707,48.85953,3.3666300760410395
895,weekday,502.8427626060211,251.42138130301055,Entire home/apt,1,2.0,False,8.0,80.0,2.3373,48.8533,1.1898481975035138
896,weekday,515.6584956659522,257.8292478329761,Entire home/apt,0,2.0,False,10.0,100.0,2.33171,48.84884,1.766164159791
897,weekday,797.3716096560723,398.68580482803617,Entire home/apt,1,4.0,True,10.0,97.0,2.30693,48.85793,3.364188009735525
898,weekday,476.0462298443471,238.02311492217356,Entire home/apt,1,3.0,False,10.0,89.0,2.30943,48.84667,3.362841985350258
899,weekday,476.0462298443471,238.02311492217356,Entire home/apt,1,3.0,False,8.0,77.0,2.30957,48.84683,3.347330876012179
900,weekday,322.2574331251748,161.1287165625874,Entire home/apt,1,2.0,True,10.0,97.0,2.30936,48.86068,3.215125160101181
901,weekday,476.0462298443471,238.02311492217356,Entire home/apt,1,3.0,False,9.0,87.0,2.31113,48.84689,3.237027518411753
902,weekday,361.6366856184174,180.8183428092087,Private room,1,2.0,False,9.0,94.0,2.325,48.845,2.4076880586244447
903,weekday,461.13337682915466,230.56668841457733,Entire home/apt,0,2.0,False,9.0,94.0,2.33935,48.84967,1.2464278040443095
904,weekday,443.8903905303383,221.94519526516916,Entire home/apt,2,3.0,False,8.0,84.0,2.286,48.882,5.652792691791121
905,weekday,517.988628949576,258.994314474788,Entire home/apt,1,3.0,False,8.0,100.0,2.3080700000000003,48.86003,3.299630028606842
906,weekday,194.3331158542269,97.16655792711344,Entire home/apt,0,2.0,False,7.0,87.0,2.3040000000000003,48.848,3.700725353654605
907,weekday,617.4853201603132,308.7426600801566,Entire home/apt,1,4.0,True,10.0,94.0,2.30538,48.85663,3.4745413753756464
908,weekday,455.3080436200951,227.65402181004754,Entire home/apt,1,4.0,True,10.0,97.0,2.30506,48.8556,3.499691234321232
909,weekday,774.3032901481965,387.15164507409827,Entire home/apt,1,4.0,False,10.0,100.0,2.3053,48.87056,3.811776372797493
910,weekday,1121.959176064871,560.9795880324355,Entire home/apt,1,4.0,False,10.0,100.0,2.33646,48.85243,1.2801771367779164
911,weekday,476.0462298443471,238.02311492217356,Entire home/apt,1,3.0,False,7.0,53.0,2.30978,48.84684,3.3324178875763395
912,weekday,312.9368999906795,156.46844999533974,Entire home/apt,0,2.0,True,10.0,94.0,2.30395,48.8806,4.465881894881257
913,weekday,394.02553826078855,197.01276913039428,Entire home/apt,1,3.0,False,9.0,95.0,2.29801,48.87891,4.720564541669122
914,weekday,273.55764749743685,136.77882374871842,Entire home/apt,0,2.0,False,10.0,93.0,2.28917,48.88447,5.599931296799686
915,weekday,193.16804921241496,96.58402460620748,Private room,1,2.0,True,10.0,99.0,2.28616,48.88098,5.586706387728566
916,weekday,243.49892813868956,121.74946406934478,Private room,1,2.0,False,10.0,87.0,2.296,48.879,4.851661383206008
917,weekday,243.49892813868956,121.74946406934478,Private room,1,2.0,False,9.0,93.0,2.296,48.879,4.851656262353339
918,weekday,199.2263957498369,99.61319787491846,Private room,1,2.0,False,9.0,89.0,2.331,48.842,2.2732629897356773
919,weekday,353.2482057973716,176.6241028986858,Entire home/apt,1,2.0,False,9.0,91.0,2.30176,48.84429,3.981731763972756
920,weekday,504.24084257619535,252.12042128809767,Entire home/apt,1,4.0,False,10.0,96.0,2.30155,48.87297,4.174226748456433
921,weekday,336.93727281200484,168.46863640600242,Entire home/apt,1,3.0,False,9.0,80.0,2.28593,48.87727,5.413844954978138
922,weekday,440.3951906049026,220.1975953024513,Entire home/apt,1,4.0,False,10.0,93.0,2.30395,48.87352,4.044711835687889
923,weekday,325.51961972224814,162.75980986112407,Entire home/apt,1,2.0,False,9.0,90.0,2.28932,48.867740000000005,4.815048010807579
924,weekday,390.5303383353528,195.2651691676764,Entire home/apt,1,2.0,True,10.0,98.0,2.32896,48.84395,2.238849991795819
925,weekday,556.2028148010066,278.1014074005033,Entire home/apt,2,4.0,False,10.0,93.0,2.28842,48.87541,5.161903244387911
926,weekday,337.17028614036724,168.58514307018362,Entire home/apt,1,2.0,False,8.0,84.0,2.31667,48.84209,3.097624058287584
927,weekday,319.92729984155096,159.96364992077548,Entire home/apt,0,2.0,False,9.0,84.0,2.29754,48.87166,4.382894597626397
928,weekday,751.2349706403206,375.6174853201603,Entire home/apt,2,4.0,True,9.0,98.0,2.32716,48.85252,1.9301009056622915
929,weekday,678.0687855345326,339.0343927672663,Entire home/apt,1,5.0,True,10.0,99.0,2.285,48.878,5.510232788636477
930,weekday,549.2124149501352,274.6062074750676,Private room,1,2.0,False,10.0,100.0,2.30134,48.87421,4.249877513918949
931,weekday,823.0030757759345,411.50153788796723,Entire home/apt,1,2.0,True,10.0,100.0,2.294,48.879,4.978077162327765
