,type_of_day,cost_2pax_2night,cost_2pax_1night,room_type,bedrooms,person_capacity,host_is_superhost,cleanliness_rating,guest_satisfaction_overall,longitude,latitude,distance_km
1579,weekend,347.65588591667444,173.82794295833722,Entire home/apt,1,4.0,False,10.0,100.0,2.34203,48.8834,3.084705249942004
1580,weekend,230.21716842203372,115.10858421101686,Entire home/apt,0,2.0,False,7.0,84.0,2.33713,48.88623,3.490724427307493
1581,weekend,289.8685804828036,144.9342902414018,Entire home/apt,2,4.0,False,10.0,100.0,2.37087,48.87086,2.071647278648091
1582,weekend,254.6835679000839,127.34178395004194,Private room,1,2.0,False,9.0,96.0,2.35232,48.88133,2.753016911012729
1583,weekend,258.1787678255196,129.0893839127598,Private room,1,2.0,False,9.0,83.0,2.34607,48.88309,2.988832895027256
1584,weekend,223.22676857116227,111.61338428558113,Private room,1,2.0,False,10.0,100.0,2.34464,48.88484,3.198747238561372
1585,weekend,254.6835679000839,127.34178395004194,Private room,1,2.0,False,9.0,80.0,2.3475200000000003,48.88091,2.7331157032352658
1586,weekend,302.2182868860099,151.10914344300494,Private room,1,4.0,False,8.0,89.0,2.3469,48.88135,2.7881977457643834
1587,weekend,351.61711249883496,175.80855624941748,Private room,1,4.0,False,9.0,87.0,2.352,48.88129,2.748918896535327
1588,weekend,118.37077080809024,59.18538540404512,Private room,1,2.0,False,9.0,91.0,2.355,48.887,3.3871776494128927
1589,weekend,261.2079410942306,130.6039705471153,Private room,1,2.0,False,10.0,100.0,2.3506,48.8804,2.6541132119209254
1590,weekend,366.0639388573027,183.03196942865134,Entire home/apt,1,2.0,False,8.0,88.0,2.33095,48.8828,3.325561822841677
1591,weekend,169.86671637617673,84.93335818808836,Entire home/apt,1,2.0,False,9.0,95.0,2.35261,48.8867,3.349786915922009
1592,weekend,283.8102339453817,141.90511697269085,Entire home/apt,0,3.0,False,10.0,92.0,2.32441,48.88608,3.8835628874881967
1593,weekend,310.60676670705567,155.30338335352783,Entire home/apt,1,4.0,False,10.0,100.0,2.35731,48.87597,2.1827763770099677
1594,weekend,230.21716842203372,115.10858421101686,Entire home/apt,1,3.0,False,8.0,79.0,2.33845,48.88331,3.152377370016122
1595,weekend,741.681424177463,370.8407120887315,Entire home/apt,2,5.0,False,9.0,93.0,2.34704,48.87574,2.1720840410540925
1596,weekend,410.1034579177929,205.05172895889646,Private room,1,2.0,False,10.0,100.0,2.3564,48.880320000000005,2.6541053676931194
1597,weekend,423.15220430608633,211.57610215304317,Entire home/apt,2,4.0,False,10.0,100.0,2.3502,48.88237,2.874510276176626
1598,weekend,785.7209432379533,392.86047161897665,Private room,2,4.0,False,8.0,100.0,2.34792,48.8759,2.178124130088796
1599,weekend,336.00521949855533,168.00260974927767,Entire home/apt,1,2.0,False,9.0,76.0,2.37,48.87,1.95740401387806
1600,weekend,180.8183428092087,90.40917140460435,Entire home/apt,1,2.0,False,9.0,84.0,2.36382,48.88014,2.7434874431815555
1601,weekend,218.10047534718987,109.05023767359494,Private room,1,2.0,False,10.0,92.0,2.364,48.88163,2.905843188690844
1602,weekend,298.9561002889365,149.47805014446826,Entire home/apt,1,2.0,False,8.0,80.0,2.35967,48.87407,2.0109353180859317
1603,weekend,243.2659148103272,121.6329574051636,Entire home/apt,0,2.0,True,10.0,100.0,2.343,48.878,2.487541985567628
1604,weekend,256.7806878553453,128.39034392767266,Entire home/apt,0,2.0,True,10.0,99.0,2.33622,48.88026,2.899322353047624
1605,weekend,347.65588591667444,173.82794295833722,Entire home/apt,2,4.0,False,9.0,93.0,2.36302,48.88194,2.91951934406477
1606,weekend,218.56650200391465,109.28325100195732,Entire home/apt,0,2.0,False,9.0,84.0,2.34761,48.87838,2.4539607233609084
1607,weekend,175.92506291359865,87.96253145679933,Entire home/apt,1,2.0,False,10.0,100.0,2.37482,48.88298,3.35291426473259
1608,weekend,649.1751328175972,324.5875664087986,Entire home/apt,3,5.0,False,9.0,94.0,2.34623,48.87904,2.5435439423415733
1609,weekend,278.2179140646845,139.10895703234226,Private room,1,2.0,False,9.0,93.0,2.35776,48.88087,2.726612283523996
1610,weekend,288.7035138409917,144.35175692049586,Entire home/apt,0,2.0,False,10.0,98.0,2.33367,48.87979,2.936324170451393
1611,weekend,399.6178581414857,199.80892907074286,Entire home/apt,1,4.0,True,10.0,100.0,2.34093,48.88882,3.688690142145119
1612,weekend,589.9897474135521,294.99487370677605,Entire home/apt,2,6.0,False,7.0,67.0,2.34788,48.87515,2.0964040694136266
1613,weekend,207.84788889924505,103.92394444962252,Entire home/apt,0,2.0,False,10.0,99.0,2.33834,48.87775,2.5809918299342884
1614,weekend,195.4981824960388,97.7490912480194,Private room,1,2.0,False,10.0,98.0,2.33582,48.885,3.395800065057239
1615,weekend,296.15994034858795,148.07997017429398,Entire home/apt,0,3.0,False,9.0,91.0,2.35737,48.87945,2.566327948258859
1616,weekend,359.0735390064312,179.5367695032156,Entire home/apt,1,2.0,False,9.0,91.0,2.343,48.881,2.808622399589196
1617,weekend,202.0225556901855,101.01127784509275,Private room,1,2.0,False,10.0,100.0,2.35157,48.87227,1.7477615105651507
1618,weekend,219.0325286606394,109.5162643303197,Entire home/apt,1,2.0,False,10.0,94.0,2.32028,48.886390000000006,4.0816500063446615
1619,weekend,312.7038866623171,156.35194333115854,Entire home/apt,0,2.0,False,7.0,85.0,2.3664400000000003,48.87214,2.001444771991056
1620,weekend,426.4143909031597,213.20719545157985,Private room,1,2.0,False,9.0,67.0,2.342,48.875,2.1954843327387525
1621,weekend,674.5735856090969,337.28679280454844,Private room,2,4.0,False,10.0,100.0,2.342,48.875,2.1954460199897663
1622,weekend,278.2179140646845,139.10895703234226,Entire home/apt,1,2.0,False,9.0,85.0,2.367,48.872,2.0090477974048326
1623,weekend,151.45866343554852,75.72933171777426,Private room,1,2.0,False,10.0,100.0,2.37453,48.88148,3.197228333336058
1624,weekend,175.92506291359865,87.96253145679933,Private room,1,2.0,False,10.0,100.0,2.33649,48.88693,3.5796691994798686
1625,weekend,144.70127691303944,72.35063845651972,Private room,1,3.0,False,8.0,84.0,2.35002,48.88281,2.92420036576608
1626,weekend,649.1751328175972,324.5875664087986,Entire home/apt,2,3.0,False,8.0,80.0,2.35336,48.87146,1.656224844279684
1627,weekend,243.96495479541431,121.98247739770716,Private room,1,2.0,False,10.0,100.0,2.369,48.871,1.9988873546531
1628,weekend,234.8774349892814,117.4387174946407,Entire home/apt,0,2.0,False,8.0,88.0,2.36276,48.87078,1.742379448374098
1629,weekend,301.2862335725604,150.6431167862802,Entire home/apt,1,4.0,False,10.0,100.0,2.34324,48.87449,2.110892793307961
1630,weekend,347.1898592599497,173.59492962997484,Private room,1,2.0,False,10.0,100.0,2.34374,48.87743,2.411488230140841
1631,weekend,236.74154161618048,118.37077080809024,Entire home/apt,1,2.0,False,10.0,93.0,2.33835,48.88537,3.3714922591736847
1632,weekend,207.84788889924505,103.92394444962252,Private room,1,2.0,False,9.0,95.0,2.34894,48.88348,3.004824485043068
1633,weekend,319.92729984155096,159.96364992077548,Entire home/apt,0,2.0,False,10.0,88.0,2.35259,48.87148,1.6578681114510476
1634,weekend,300.1211669307485,150.06058346537424,Entire home/apt,0,2.0,False,8.0,87.0,2.33922,48.87676,2.454213386804103
1635,weekend,207.1488489141579,103.57442445707895,Entire home/apt,1,2.0,False,9.0,95.0,2.31684,48.88573,4.176568854267538
1636,weekend,223.45978189952467,111.72989094976234,Private room,1,2.0,False,9.0,89.0,2.35566,48.87693,2.2737549662930223
1637,weekend,158.91508994314475,79.45754497157237,Private room,1,2.0,False,10.0,98.0,2.35648,48.87024,1.5444590759348145
1638,weekend,526.1440954422593,263.07204772112965,Entire home/apt,1,5.0,False,9.0,91.0,2.35558,48.87259,1.7932997977346217
1639,weekend,382.3748718426694,191.1874359213347,Entire home/apt,1,4.0,False,10.0,96.0,2.32446,48.88115,3.430949907655058
1640,weekend,312.7038866623171,156.35194333115854,Entire home/apt,1,4.0,False,10.0,100.0,2.3612900000000003,48.88365,3.075225722089583
1641,weekend,181.9834094510206,90.9917047255103,Private room,1,2.0,True,9.0,94.0,2.36052,48.87318,1.9328411665412644
1642,weekend,225.09087519806133,112.54543759903066,Entire home/apt,1,4.0,False,9.0,98.0,2.32355,48.88756,4.056431206532089
1643,weekend,270.99450088545063,135.49725044272532,Entire home/apt,1,4.0,False,10.0,94.0,2.373,48.88399999999999,3.3921243641667798
1644,weekend,359.0735390064312,179.5367695032156,Entire home/apt,1,4.0,False,10.0,97.0,2.35496,48.8699,1.4910639187554355
1645,weekend,213.44020877994225,106.72010438997113,Entire home/apt,0,2.0,False,9.0,100.0,2.36185,48.87479,2.132987412692673
1646,weekend,706.962438251468,353.481219125734,Entire home/apt,2,6.0,False,10.0,92.0,2.36564,48.87071,1.834747633838412
1647,weekend,741.681424177463,370.8407120887315,Entire home/apt,2,6.0,False,9.0,94.0,2.36641,48.8711,1.9011548724129397
1648,weekend,227.8870351384099,113.94351756920496,Entire home/apt,0,2.0,False,9.0,93.0,2.3371,48.88358,3.214698531699299
1649,weekend,195.4981824960388,97.7490912480194,Entire home/apt,0,2.0,False,8.0,85.0,2.36974,48.87016,1.9588060495846145
1650,weekend,239.53770155652904,119.76885077826452,Entire home/apt,1,2.0,False,10.0,100.0,2.35455,48.886,3.2746416923560404
1651,weekend,399.6178581414857,199.80892907074286,Entire home/apt,1,2.0,False,10.0,93.0,2.34318,48.87577,2.24706947514921
1652,weekend,575.7759343834467,287.88796719172336,Entire home/apt,1,4.0,False,10.0,96.0,2.3422400000000003,48.87403,2.088640603829784
1653,weekend,952.7914996737812,476.3957498368906,Entire home/apt,1,5.0,False,10.0,100.0,2.34249,48.87539,2.2235730460230454
1654,weekend,475.34718985926,237.67359492963,Entire home/apt,1,2.0,True,10.0,96.0,2.36807,48.87874,2.709005093234066
1655,weekend,211.5761021530432,105.7880510765216,Entire home/apt,1,3.0,False,10.0,98.0,2.35284,48.8891,3.616601272958828
1656,weekend,176.85711622704818,88.42855811352409,Private room,1,2.0,False,9.0,90.0,2.369,48.876000000000005,2.467377255479698
1657,weekend,278.2179140646845,139.10895703234226,Entire home/apt,1,3.0,False,10.0,92.0,2.36009,48.87211,1.809862855678352
1658,weekend,766.1478236555131,383.07391182775655,Entire home/apt,2,4.0,False,10.0,93.0,2.34892,48.88007,2.627759523797952
