,type_of_day,cost_2pax_2night,cost_2pax_1night,room_type,bedrooms,person_capacity,host_is_superhost,cleanliness_rating,guest_satisfaction_overall,longitude,latitude,distance_km
923,weekend,608.3978003541803,304.19890017709014,Entire home/apt,1,3.0,False,7.0,83.0,2.3239,48.84922,2.2682902443524613
924,weekend,385.8700717681052,192.9350358840526,Entire home/apt,0,3.0,False,10.0,100.0,2.30533,48.87831,4.234968157673357
925,weekend,502.6097492776587,251.30487463882935,Entire home/apt,0,2.0,False,9.0,81.0,2.33245,48.85232,1.5619349477089557
926,weekend,421.754124335912,210.877062167956,Entire home/apt,1,2.0,False,10.0,100.0,2.30561,48.87116,3.818857679772334
927,weekend,461.13337682915466,230.56668841457733,Entire home/apt,1,4.0,False,9.0,100.0,2.29876,48.84807,4.071566513171754
928,weekend,660.8257992357163,330.41289961785816,Entire home/apt,1,4.0,False,8.0,87.0,2.33701,48.85049,1.3375274574753797
929,weekend,375.6174853201603,187.80874266008016,Entire home/apt,0,2.0,False,10.0,91.0,2.2904,48.87037,4.823341115478736
930,weekend,281.4801006617579,140.74005033087894,Private room,1,3.0,True,10.0,98.0,2.3,48.885,4.995273679486347
931,weekend,637.2914530711157,318.64572653555786,Entire home/apt,3,5.0,False,8.0,88.0,2.33851,48.85118,1.203848797713548
932,weekend,217.8674620188275,108.93373100941375,Entire home/apt,0,2.0,False,9.0,90.0,2.297,48.867,4.250146957007149
933,weekend,301.2862335725604,150.6431167862802,Private room,1,2.0,False,10.0,100.0,2.32787,48.84898,2.010391720479701
934,weekend,218.79951533227705,109.39975766613853,Entire home/apt,0,2.0,False,8.0,90.0,2.30455,48.85911,3.5466147201040927
935,weekend,266.5672476465654,133.2836238232827,Entire home/apt,0,2.0,False,9.0,86.0,2.30356,48.84315,3.904617644880674
936,weekend,377.7146052754218,188.8573026377109,Private room,1,2.0,False,10.0,100.0,2.2964900000000004,48.87554,4.633754415952965
937,weekend,718.6131046695871,359.30655233479354,Entire home/apt,1,4.0,False,9.0,89.0,2.33494,48.85288,1.3690049151845212
938,weekend,660.8257992357163,330.41289961785816,Entire home/apt,2,6.0,True,10.0,99.0,2.28899,48.87303,5.0214493860209695
939,weekend,363.9668189020412,181.9834094510206,Entire home/apt,1,4.0,False,9.0,94.0,2.3094900000000003,48.84137,3.595195226063211
940,weekend,471.1529499487371,235.57647497436855,Private room,2,4.0,False,9.0,93.0,2.29176,48.87622,4.977830971004815
941,weekend,381.67583185758224,190.83791592879112,Private room,1,2.0,False,10.0,90.0,2.28643,48.87548,5.298668914355193
942,weekend,452.0458570230217,226.02292851151086,Entire home/apt,1,2.0,True,10.0,95.0,2.31904,48.84976,2.5858812151697723
943,weekend,753.0990772672197,376.54953863360987,Entire home/apt,2,4.0,True,10.0,96.0,2.31016,48.87707,3.866471546800276
944,weekend,297.09199366203745,148.54599683101873,Private room,1,2.0,False,10.0,95.0,2.29252,48.87567,4.901046022108022
945,weekend,383.5399384844813,191.76996924224065,Private room,1,2.0,False,9.0,83.0,2.30936,48.8546,3.190150471481137
946,weekend,258.6447944822444,129.3223972411222,Private room,1,2.0,False,10.0,94.0,2.32015,48.84436,2.7495683639959343
947,weekend,266.5672476465654,133.2836238232827,Entire home/apt,1,2.0,False,9.0,89.0,2.29624,48.87836,4.800325971224584
948,weekend,565.5233479355019,282.76167396775094,Entire home/apt,1,2.0,True,9.0,97.0,2.3055,48.86197,3.5172253177821315
949,weekend,257.0137011837077,128.50685059185386,Entire home/apt,1,4.0,False,9.0,92.0,2.3007,48.84933,3.901957196183213
950,weekend,601.4074005033088,300.7037002516544,Entire home/apt,1,4.0,True,10.0,99.0,2.3,48.84797,3.9858003377959528
951,weekend,1031.783017988629,515.8915089943144,Entire home/apt,2,4.0,False,10.0,96.0,2.33005,48.84747,1.9480570735302989
952,weekend,906.4218473296672,453.2109236648336,Entire home/apt,3,6.0,False,10.0,80.0,2.30121,48.84035,4.188822799318428
953,weekend,753.3320905955821,376.6660452977911,Entire home/apt,2,4.0,False,10.0,98.0,2.33241,48.84057,2.3213043562860696
954,weekend,321.09236648336287,160.54618324168143,Entire home/apt,1,2.0,False,9.0,94.0,2.3315200000000003,48.85249,1.6217096814502896
955,weekend,238.8386615714419,119.41933078572094,Private room,1,2.0,False,9.0,95.0,2.29347,48.86264,4.400042182187369
956,weekend,560.8630813682543,280.4315406841271,Entire home/apt,1,4.0,False,9.0,92.0,2.28567,48.87389,5.283021745299357
957,weekend,264.23711436294155,132.11855718147078,Private room,1,2.0,False,10.0,92.0,2.326,48.841,2.61632305629101
958,weekend,853.0617951346817,426.53089756734084,Entire home/apt,1,6.0,True,9.0,96.0,2.30515,48.87267,3.923078430898138
959,weekend,336.23823282691774,168.11911641345887,Entire home/apt,1,2.0,False,9.0,93.0,2.29871,48.84611,4.131155213473632
960,weekend,471.38596327709945,235.69298163854972,Entire home/apt,1,3.0,True,10.0,97.0,2.30955,48.85956,3.185967906295801
961,weekend,237.2075682729052,118.6037841364526,Entire home/apt,0,2.0,False,9.0,89.0,2.3005,48.84301,4.118656396772103
962,weekend,475.34718985926,237.67359492963,Entire home/apt,1,4.0,True,10.0,97.0,2.3244,48.846540000000005,2.359418295066674
963,weekend,359.0735390064312,179.5367695032156,Entire home/apt,1,3.0,True,10.0,99.0,2.30356,48.84212,3.9498203645806167
964,weekend,562.0281480100662,281.0140740050331,Entire home/apt,1,4.0,False,9.0,86.0,2.3085,48.86042,3.2736858293203066
965,weekend,550.3774815919471,275.18874079597356,Entire home/apt,1,4.0,False,10.0,88.0,2.3078,48.8605,3.3257582925656046
966,weekend,1506.8971945195265,753.4485972597632,Entire home/apt,1,4.0,False,9.0,92.0,2.32749,48.84526,2.238988883955231
967,weekend,289.8685804828036,144.9342902414018,Entire home/apt,0,2.0,False,10.0,100.0,2.30482,48.8689,3.7730920989130814
968,weekend,387.96719172336657,193.98359586168328,Entire home/apt,2,2.0,True,10.0,99.0,2.2843400000000003,48.87837,5.571657703103244
969,weekend,394.02553826078855,197.01276913039428,Entire home/apt,1,2.0,False,8.0,76.0,2.3068,48.85741,3.371657297309547
970,weekend,438.0650573212788,219.0325286606394,Entire home/apt,1,2.0,True,10.0,100.0,2.3080000000000003,48.88399999999999,4.479766610421623
971,weekend,291.9657004380651,145.98285021903254,Entire home/apt,0,3.0,False,8.0,77.0,2.32437,48.85224,2.136468511295824
972,weekend,548.0473483083233,274.02367415416165,Entire home/apt,1,4.0,True,10.0,98.0,2.3045,48.86974,3.8296718599545274
973,weekend,534.0665486065803,267.03327430329017,Entire home/apt,1,3.0,False,9.0,82.0,2.30812,48.86098,3.309957461143531
974,weekend,324.35455308043623,162.17727654021812,Private room,1,2.0,False,9.0,89.0,2.337,48.854,1.1898090145683622
975,weekend,1412.9928231894864,706.4964115947432,Entire home/apt,2,6.0,True,10.0,97.0,2.30358,48.87301,4.042833023154738
976,weekend,1147.3576288563706,573.6788144281853,Entire home/apt,3,5.0,False,10.0,100.0,2.30667,48.87182,3.780946015556328
977,weekend,463.46351011277847,231.73175505638923,Private room,1,4.0,False,7.0,75.0,2.31116,48.87256,3.5303902516892824
978,weekend,743.0795041476373,371.53975207381865,Entire home/apt,1,4.0,True,10.0,97.0,2.30622,48.86943,3.699973064835571
979,weekend,366.0639388573027,183.03196942865134,Private room,2,4.0,False,9.0,86.0,2.337,48.854,1.1898152181580963
980,weekend,475.34718985926,237.67359492963,Entire home/apt,1,2.0,True,10.0,100.0,2.30987,48.87784,3.934513104954056
981,weekend,470.45390996365,235.226954981825,Private room,1,2.0,False,9.0,91.0,2.337,48.854,1.189812744760712
982,weekend,354.6462857675459,177.32314288377296,Entire home/apt,0,2.0,True,10.0,91.0,2.28542,48.8821,5.695197932456064
983,weekend,486.5318296206543,243.26591481032716,Private room,2,5.0,False,9.0,92.0,2.337,48.854,1.1898056278422526
984,weekend,562.0281480100662,281.0140740050331,Entire home/apt,1,4.0,False,10.0,89.0,2.30707,48.86052,3.3791182732239906
985,weekend,534.0665486065803,267.03327430329017,Entire home/apt,1,3.0,False,10.0,80.0,2.30707,48.85953,3.366626537116786
986,weekend,420.8220710224625,210.41103551123126,Entire home/apt,2,4.0,True,10.0,98.0,2.28804,48.88269,5.563377319829684
987,weekend,529.639295367695,264.8196476838475,Entire home/apt,1,2.0,False,8.0,80.0,2.3373,48.8533,1.1898653134575612
988,weekend,573.4458010998229,286.72290054991146,Entire home/apt,0,2.0,False,10.0,100.0,2.33171,48.84884,1.766172693994431
989,weekend,271.22751421381304,135.61375710690652,Entire home/apt,1,2.0,True,10.0,99.0,2.31001,48.841190000000005,3.5710868182404414
990,weekend,797.3716096560723,398.68580482803617,Entire home/apt,1,4.0,True,10.0,97.0,2.30693,48.85793,3.364217712103403
991,weekend,218.79951533227705,109.39975766613853,Private room,1,2.0,False,9.0,87.0,2.29686,48.85249,4.124676098583969
992,weekend,492.3571628297139,246.17858141485695,Entire home/apt,1,3.0,False,10.0,89.0,2.30943,48.84667,3.362821145460029
993,weekend,492.3571628297139,246.17858141485695,Entire home/apt,1,3.0,False,8.0,77.0,2.30957,48.84683,3.347323668501272
994,weekend,562.0281480100662,281.0140740050331,Entire home/apt,1,4.0,False,10.0,95.0,2.30776,48.85956,3.316585521952546
995,weekend,322.2574331251748,161.1287165625874,Entire home/apt,1,2.0,True,10.0,97.0,2.30936,48.86068,3.215125303819086
996,weekend,596.048093950974,298.024046975487,Entire home/apt,1,3.0,False,10.0,93.0,2.30626,48.85981,3.4288730838195987
997,weekend,492.3571628297139,246.17858141485695,Entire home/apt,1,3.0,False,9.0,87.0,2.31113,48.84689,3.2370185453041183
998,weekend,383.5399384844813,191.76996924224065,Private room,1,2.0,False,9.0,94.0,2.325,48.845,2.4076814452958946
999,weekend,683.6611054152298,341.8305527076149,Entire home/apt,2,4.0,False,10.0,98.0,2.32218,48.84854,2.413373383169579
1000,weekend,691.8165719079132,345.9082859539566,Private room,1,2.0,False,10.0,100.0,2.326,48.845,2.345981463653356
1001,weekend,457.6381769037189,228.81908845185944,Entire home/apt,0,2.0,False,9.0,94.0,2.33935,48.84967,1.246425423840237
1002,weekend,462.53145679932896,231.26572839966448,Entire home/apt,2,3.0,False,8.0,84.0,2.286,48.882,5.652765800057841
1003,weekend,534.0665486065803,267.03327430329017,Entire home/apt,1,3.0,False,8.0,100.0,2.3080700000000003,48.86003,3.2996415267860084
1004,weekend,266.5672476465654,133.2836238232827,Entire home/apt,0,2.0,False,7.0,87.0,2.3040000000000003,48.848,3.7007047275587976
1005,weekend,1121.959176064871,560.9795880324355,Entire home/apt,1,4.0,False,10.0,100.0,2.33646,48.85243,1.280163439622047
1006,weekend,275.6547674526983,137.82738372634915,Entire home/apt,0,2.0,False,10.0,91.0,2.29217,48.87194,4.760231700194901
1007,weekend,492.3571628297139,246.17858141485695,Entire home/apt,1,3.0,False,7.0,53.0,2.30978,48.84684,3.332407117404845
1008,weekend,246.29508807903807,123.14754403951903,Entire home/apt,0,2.0,False,10.0,92.0,2.29504,48.87631,4.767442245783592
1009,weekend,312.9368999906795,156.46844999533974,Entire home/apt,0,2.0,True,10.0,94.0,2.30395,48.8806,4.465859465525745
1010,weekend,257.9457544971572,128.9728772485786,Entire home/apt,0,2.0,False,8.0,87.0,2.33997,48.85272,1.0301959868769388
1011,weekend,394.02553826078855,197.01276913039428,Entire home/apt,1,3.0,False,9.0,95.0,2.29801,48.87891,4.720550923981582
1012,weekend,273.55764749743685,136.77882374871842,Entire home/apt,0,2.0,False,10.0,93.0,2.28917,48.88447,5.599925112367227
1013,weekend,312.7038866623171,156.35194333115854,Entire home/apt,1,2.0,False,10.0,100.0,2.3071200000000003,48.85928,3.360386870844589
1014,weekend,318.52921987137665,159.26460993568833,Entire home/apt,1,2.0,True,10.0,97.0,2.31387,48.84845,2.991329785205308
1015,weekend,261.440954422593,130.7204772112965,Private room,0,2.0,True,10.0,96.0,2.29811,48.84656,4.15973037609542
1016,weekend,193.16804921241496,96.58402460620748,Private room,1,2.0,True,10.0,99.0,2.28616,48.88098,5.586714839342356
1017,weekend,329.4808463044086,164.7404231522043,Private room,1,4.0,False,9.0,93.0,2.296,48.879,4.851654191871986
1018,weekend,243.49892813868956,121.74946406934478,Private room,1,2.0,False,10.0,87.0,2.296,48.879,4.851664209685522
1019,weekend,243.49892813868956,121.74946406934478,Private room,1,2.0,False,9.0,93.0,2.296,48.879,4.851665692917891
1020,weekend,303.6163668561842,151.8081834280921,Private room,1,3.0,False,10.0,100.0,2.296,48.879,4.851667312508377
1021,weekend,254.21754124335916,127.10877062167958,Private room,1,2.0,True,10.0,96.0,2.29772,48.84637,4.192999215794989
1022,weekend,243.2659148103272,121.6329574051636,Entire home/apt,1,4.0,False,9.0,95.0,2.309,48.842,3.594843536133281
1023,weekend,229.5181284369466,114.7590642184733,Private room,1,2.0,False,9.0,89.0,2.331,48.842,2.273251101835514
1024,weekend,356.7434057228074,178.3717028614037,Entire home/apt,1,2.0,False,9.0,91.0,2.30176,48.84429,3.981756279321228
1025,weekend,504.24084257619535,252.12042128809767,Entire home/apt,1,4.0,False,10.0,96.0,2.30155,48.87297,4.174230466145194
1026,weekend,440.3951906049026,220.1975953024513,Entire home/apt,1,4.0,False,10.0,93.0,2.30395,48.87352,4.044738114504671
1027,weekend,388.200205051729,194.1001025258645,Entire home/apt,1,2.0,True,10.0,98.0,2.32896,48.84395,2.2388263738710057
1028,weekend,345.3257526330506,172.6628763165253,Entire home/apt,1,2.0,False,8.0,84.0,2.31667,48.84209,3.0976166105874414
1029,weekend,266.5672476465654,133.2836238232827,Entire home/apt,1,2.0,False,9.0,90.0,2.33118,48.84181,2.2791523735821944
1030,weekend,751.2349706403206,375.6174853201603,Entire home/apt,2,4.0,True,9.0,98.0,2.32716,48.85252,1.9301109947295336
1031,weekend,1100.9879765122566,550.4939882561283,Entire home/apt,2,5.0,True,10.0,96.0,2.31564,48.8486,2.8625654316058453
1032,weekend,496.085376083512,248.042688041756,Private room,1,2.0,False,10.0,100.0,2.30134,48.87421,4.249877444861239
1033,weekend,996.8310187342717,498.4155093671358,Entire home/apt,1,2.0,True,10.0,100.0,2.294,48.879,4.978035894560752
1034,weekend,591.154814055364,295.577407027682,Private room,1,2.0,False,10.0,60.0,2.30157,48.87356,4.201944496352004
1035,weekend,260.74191443750584,130.37095721875292,Entire home/apt,1,2.0,False,9.0,87.0,2.343,48.837,2.2897133643614485
1036,weekend,370.7242054245503,185.36210271227515,Entire home/apt,0,2.0,False,10.0,97.0,2.32179,48.84823,2.45279481227662
1037,weekend,345.0927393046882,172.5463696523441,Private room,0,2.0,False,9.0,85.0,2.338,48.852,1.1949602818385656
1038,weekend,665.2530524746015,332.62652623730077,Private room,1,3.0,False,10.0,100.0,2.30212,48.872890000000005,4.132751086610568
1039,weekend,324.35455308043623,162.17727654021812,Entire home/apt,1,4.0,False,10.0,100.0,2.32,48.851000000000006,2.480656185196291
1040,weekend,194.3331158542269,97.16655792711344,Entire home/apt,1,2.0,False,7.0,80.0,2.30268,48.86003,3.692572881665215
1041,weekend,394.02553826078855,197.01276913039428,Entire home/apt,1,2.0,False,9.0,91.0,2.32105,48.845290000000006,2.641735403645993
1042,weekend,1686.5504706869233,843.2752353434616,Entire home/apt,2,4.0,False,9.0,94.0,2.3323,48.84709,1.8329760150436707
1043,weekend,567.6204678907634,283.8102339453817,Entire home/apt,1,4.0,False,10.0,96.0,2.3376900000000003,48.85063,1.2866706163859438
1044,weekend,1634.3554851337497,817.1777425668748,Entire home/apt,3,6.0,False,10.0,100.0,2.31725,48.85907,2.618552298229316
1045,weekend,541.0569484574518,270.5284742287259,Entire home/apt,2,4.0,False,10.0,100.0,2.32924,48.8432,2.276409764256617
1046,weekend,457.6381769037189,228.81908845185944,Private room,1,2.0,False,10.0,100.0,2.338,48.851000000000006,1.2462763445919367
1047,weekend,614.2231335632398,307.1115667816199,Entire home/apt,1,2.0,False,9.0,75.0,2.33696,48.85365,1.2025499774316737
1048,weekend,280.5480473483084,140.2740236741542,Entire home/apt,1,2.0,False,9.0,90.0,2.30598,48.84643,3.611194353115891
1049,weekend,315.2670332743033,157.63351663715164,Entire home/apt,1,4.0,False,9.0,91.0,2.28972,48.88134,5.380376081723711
1050,weekend,385.8700717681052,192.9350358840526,Entire home/apt,1,2.0,False,10.0,100.0,2.29591,48.87567,4.678210817399687
1051,weekend,1228.4462671264796,614.2231335632398,Entire home/apt,2,6.0,False,10.0,98.0,2.32864,48.85581,1.7703014917132185
1052,weekend,370.7242054245503,185.36210271227515,Entire home/apt,1,4.0,True,9.0,93.0,2.30272,48.83794,4.214160539490413
1053,weekend,405.4431913505453,202.72159567527265,Entire home/apt,1,4.0,False,9.0,95.0,2.297,48.868,4.281778382132333
1054,weekend,237.2075682729052,118.6037841364526,Entire home/apt,0,2.0,False,9.0,91.0,2.30409,48.8475,3.7090723315638967
1055,weekend,252.35343461646008,126.17671730823004,Entire home/apt,1,3.0,True,10.0,96.0,2.30916,48.83898,3.7481105321424257
1056,weekend,253.2854879299096,126.6427439649548,Entire home/apt,1,2.0,False,10.0,97.0,2.29897,48.84662,4.0971758770503
1057,weekend,424.31727094789824,212.15863547394912,Private room,1,2.0,False,10.0,100.0,2.33116,48.84166,2.292198494647185
1058,weekend,454.1429769782832,227.0714884891416,Private room,1,2.0,False,10.0,100.0,2.32966,48.84155,2.378147169023822
1059,weekend,279.8490073632212,139.9245036816106,Private room,1,2.0,False,9.0,87.0,2.30174,48.87973,4.541276368633863
1060,weekend,241.86783484015285,120.93391742007643,Entire home/apt,1,5.0,False,9.0,95.0,2.3028,48.83751,4.232790747549293
1061,weekend,227.1879951533228,113.5939975766614,Entire home/apt,1,2.0,False,9.0,91.0,2.3003400000000003,48.87318,4.264258880005071
1062,weekend,302.4513002143723,151.22565010718614,Entire home/apt,1,3.0,False,10.0,80.0,2.28658,48.88186,5.608177255356633
1063,weekend,312.9368999906795,156.46844999533974,Entire home/apt,1,2.0,False,8.0,73.0,2.32717,48.84335,2.3831907882598133
1064,weekend,534.0665486065803,267.03327430329017,Entire home/apt,1,3.0,False,4.0,40.0,2.30765,48.86042,3.33552261069859
1065,weekend,647.7770528474229,323.8885264237114,Private room,1,2.0,False,6.0,80.0,2.30531,48.87062,3.813807994913231
1066,weekend,522.4158821884612,261.2079410942306,Entire home/apt,1,3.0,False,9.0,89.0,2.3063700000000003,48.85916,3.414010908352
1067,weekend,1112.6386429303757,556.3193214651878,Entire home/apt,1,4.0,True,10.0,100.0,2.30291,48.86975,3.9380682467769774
1068,weekend,260.0428744524187,130.02143722620934,Entire home/apt,0,3.0,False,9.0,75.0,2.28302,48.86728,5.251068838843453
1069,weekend,938.8106999720384,469.4053499860192,Entire home/apt,2,6.0,False,9.0,91.0,2.30355,48.86608,3.760203371137489
1070,weekend,520.3187622331998,260.1593811165999,Entire home/apt,1,2.0,False,10.0,92.0,2.28701,48.87025,5.055670920602993
1071,weekend,685.9912386988536,342.9956193494268,Entire home/apt,1,2.0,False,10.0,100.0,2.28621,48.87084,5.131545856807758
1072,weekend,295.4609003635008,147.7304501817504,Entire home/apt,1,2.0,False,10.0,95.0,2.313,48.877,3.69549854657593
1073,weekend,317.5971665579271,158.79858327896355,Entire home/apt,0,2.0,False,8.0,70.0,2.29968,48.8582,3.89682603671227
1074,weekend,344.1606859912387,172.08034299561936,Entire home/apt,1,2.0,False,10.0,90.0,2.31188,48.85232,3.03478488016379
1075,weekend,405.67620467890765,202.83810233945383,Private room,1,2.0,False,10.0,100.0,2.29557,48.87799,4.8223539684555785
1076,weekend,426.4143909031597,213.20719545157985,Private room,1,2.0,False,10.0,80.0,2.33146,48.85304,1.6099576689628683
1077,weekend,1333.0692515611893,666.5346257805946,Entire home/apt,2,4.0,False,9.0,88.0,2.33049,48.84847,1.864398627101937
1078,weekend,322.2574331251748,161.1287165625874,Entire home/apt,1,4.0,False,9.0,89.0,2.295,48.855,4.23961159281343
1079,weekend,298.9561002889365,149.47805014446826,Entire home/apt,0,2.0,False,9.0,86.0,2.29549,48.84632,4.352170634837901
1080,weekend,280.3150340199459,140.15751700997296,Private room,1,2.0,False,10.0,92.0,2.30565,48.84234,3.800002545192967
1081,weekend,280.3150340199459,140.15751700997296,Private room,1,2.0,False,9.0,95.0,2.30614,48.843720000000005,3.7054961268874154
1082,weekend,576.0089477118091,288.00447385590456,Private room,2,4.0,False,10.0,100.0,2.30769,48.84274,3.645450414601273
1083,weekend,915.5093671358002,457.7546835679001,Entire home/apt,1,4.0,False,8.0,80.0,2.30842,48.85583,3.25261014439502
1084,weekend,413.59865784322864,206.79932892161432,Private room,1,2.0,False,10.0,94.0,2.31039,48.85029,3.184600209812281
1085,weekend,467.6577500233013,233.82887501165064,Private room,1,2.0,False,10.0,100.0,2.3085400000000003,48.848290000000006,3.371012754772736
1086,weekend,432.0067107838569,216.00335539192844,Entire home/apt,0,2.0,False,10.0,93.0,2.29428,48.87773,4.89087489328994
1087,weekend,347.65588591667444,173.82794295833722,Entire home/apt,0,2.0,False,9.0,94.0,2.30389,48.86623,3.7410341501192583
1088,weekend,491.42510951626434,245.71255475813217,Entire home/apt,1,4.0,False,10.0,92.0,2.28876,48.86251,4.739687459133196
1089,weekend,637.2914530711157,318.64572653555786,Entire home/apt,3,6.0,False,10.0,100.0,2.32395,48.85128,2.1926796178119856
1090,weekend,143.07018361450275,71.53509180725138,Private room,1,2.0,True,10.0,97.0,2.3189900000000003,48.83823,3.2076313102433005
1091,weekend,753.3320905955821,376.6660452977911,Entire home/apt,1,6.0,False,8.0,80.0,2.30208,48.87305,4.143221990295591
1092,weekend,535.4646285767546,267.7323142883773,Entire home/apt,1,2.0,True,10.0,98.0,2.32438,48.84794,2.2913263836995914
1093,weekend,248.1591947059372,124.0795973529686,Entire home/apt,0,2.0,False,10.0,87.0,2.29203,48.88488,5.452721712482517
1094,weekend,370.9572187529127,185.47860937645635,Entire home/apt,1,3.0,True,10.0,98.0,2.2947900000000003,48.85279,4.2722170926449765
1095,weekend,550.3774815919471,275.18874079597356,Entire home/apt,1,4.0,False,9.0,91.0,2.29081,48.87233,4.868871941402616
1096,weekend,565.7563612638643,282.87818063193214,Entire home/apt,1,4.0,False,10.0,87.0,2.29225,48.85102,4.480576204677988
1097,weekend,221.5956752726256,110.7978376363128,Private room,1,2.0,True,10.0,93.0,2.3003400000000003,48.84131,4.202328627783711
1098,weekend,261.440954422593,130.7204772112965,Private room,1,2.0,True,4.0,40.0,2.29842,48.84071,4.358132588447625
1099,weekend,347.65588591667444,173.82794295833722,Entire home/apt,0,2.0,True,10.0,98.0,2.30417,48.88219,4.56115067242978
1100,weekend,280.5480473483084,140.2740236741542,Private room,1,2.0,False,9.0,91.0,2.321,48.845,2.660404870662358
1101,weekend,335.5391928418306,167.7695964209153,Private room,1,2.0,True,10.0,96.0,2.321,48.845,2.660366110735249
1102,weekend,361.6366856184174,180.8183428092087,Private room,1,2.0,False,9.0,95.0,2.32287,48.84264,2.683494941853329
1103,weekend,319.69428651318856,159.84714325659428,Entire home/apt,1,2.0,False,8.0,84.0,2.29913,48.87018,4.213621688814891
1104,weekend,312.9368999906795,156.46844999533974,Entire home/apt,1,2.0,False,9.0,88.0,2.28999,48.86994,4.836984995465486
1105,weekend,491.6581228446268,245.8290614223134,Private room,1,2.0,True,10.0,100.0,2.2945,48.87539,4.756802908071591
1106,weekend,254.6835679000839,127.34178395004194,Private room,1,2.0,False,10.0,93.0,2.29278,48.8718,4.712892273550763
1107,weekend,510.0661757852549,255.03308789262746,Entire home/apt,1,4.0,False,9.0,86.0,2.33058,48.8479,1.8901181754070449
1108,weekend,927.1600335539192,463.5800167769596,Entire home/apt,2,4.0,False,10.0,100.0,2.29803,48.85398,4.024104166503862
1109,weekend,324.5875664087986,162.2937832043993,Entire home/apt,0,2.0,False,10.0,85.0,2.33399,48.85653,1.3758646360387683
1110,weekend,312.7038866623171,156.35194333115854,Entire home/apt,1,2.0,True,10.0,100.0,2.30036,48.88346,4.867929080251701
1111,weekend,351.1510858421102,175.5755429210551,Entire home/apt,0,2.0,False,7.0,90.0,2.32932,48.85367,1.7483860459414329
1112,weekend,242.56687482524,121.28343741262,Entire home/apt,0,2.0,False,8.0,91.0,2.30456,48.83856,4.0627201455384325
1113,weekend,581.6012675925064,290.8006337962532,Private room,1,2.0,False,10.0,100.0,2.30511,48.86762,3.7037193287353984
1114,weekend,480.9395097399572,240.4697548699786,Entire home/apt,2,5.0,False,10.0,96.0,2.33278,48.84141,2.232659091133206
1115,weekend,428.7445241867835,214.37226209339175,Entire home/apt,1,3.0,False,10.0,95.0,2.3269900000000003,48.84165,2.514054276128105
1116,weekend,1356.1375710690652,678.0687855345326,Entire home/apt,1,6.0,True,10.0,96.0,2.33117,48.84311,2.1779604845974365
1117,weekend,480.9395097399572,240.4697548699786,Entire home/apt,1,4.0,False,10.0,100.0,2.31825,48.84405,2.8880807993029234
1118,weekend,307.1115667816199,153.55578339080995,Entire home/apt,0,2.0,False,10.0,96.0,2.27995,48.8694,5.526593111651957
1119,weekend,209.47898219778173,104.73949109889087,Private room,1,2.0,True,10.0,97.0,2.30002,48.88595,5.061625521150555
1120,weekend,241.63482151179048,120.81741075589524,Private room,1,2.0,True,10.0,100.0,2.30033,48.88546,5.009194549405291
1121,weekend,447.6186037841365,223.80930189206825,Private room,1,3.0,True,9.0,80.0,2.29948,48.88418,4.968072602985639
1122,weekend,229.5181284369466,114.7590642184733,Private room,1,2.0,True,10.0,100.0,2.29882,48.88431,5.015065397849208
1123,weekend,447.6186037841365,223.80930189206825,Private room,1,2.0,True,10.0,100.0,2.30087,48.88383,4.864002343666924
1124,weekend,199.92543573492404,99.96271786746202,Private room,1,2.0,False,10.0,90.0,2.33017,48.84136,2.366668522005285
1125,weekend,231.84826172057043,115.92413086028522,Entire home/apt,0,2.0,False,8.0,86.0,2.28682,48.86768,4.990801488477247
1126,weekend,414.9967378134029,207.49836890670144,Entire home/apt,1,4.0,False,10.0,87.0,2.3162700000000003,48.856390000000005,2.675758960718346
1127,weekend,195.4981824960388,97.7490912480194,Entire home/apt,0,2.0,False,10.0,94.0,2.32114,48.84412,2.7002093309671467
1128,weekend,1047.8609376456334,523.9304688228167,Entire home/apt,1,2.0,False,9.0,96.0,2.30072,48.87017,4.104558764869542
1129,weekend,950.4613663901577,475.2306831950788,Entire home/apt,2,6.0,False,10.0,96.0,2.33887,48.8534,1.0770733697598562
1130,weekend,271.22751421381304,135.61375710690652,Entire home/apt,0,2.0,False,10.0,100.0,2.3339,48.83992,2.3100778749751423
1131,weekend,442.7253238885264,221.3626619442632,Private room,1,2.0,False,10.0,95.0,2.31033,48.85606,3.111946702655516
1132,weekend,356.9764190511697,178.48820952558486,Entire home/apt,0,4.0,True,8.0,100.0,2.28651,48.88369,5.7171859713262
1133,weekend,259.57684779569394,129.78842389784697,Entire home/apt,0,2.0,False,9.0,93.0,2.29475,48.88252,5.139420023792136
1134,weekend,342.529592692702,171.264796346351,Private room,1,2.0,False,10.0,90.0,2.33772,48.85058,1.2876363944384257
1135,weekend,388.6662317084537,194.33311585422686,Private room,1,2.0,False,6.0,20.0,2.33965,48.85166,1.104766996342783
1136,weekend,361.6366856184174,180.8183428092087,Private room,1,2.0,False,10.0,100.0,2.33954,48.85191,1.0984229288697689
1137,weekend,584.1644142044926,292.0822071022463,Entire home/apt,1,4.0,False,10.0,94.0,2.31929,48.85351,2.477651776525427
1138,weekend,1924.2240656165532,962.1120328082766,Entire home/apt,2,4.0,False,10.0,98.0,2.31224,48.86925,3.2885330795986696
1139,weekend,312.7038866623171,156.35194333115854,Entire home/apt,1,2.0,False,10.0,94.0,2.29406,48.88511,5.34696704294137
