,hotel_name,latitude,longitude,city_name,address_lines,search_city
1579,Hotel Nude,48.84061,2.33446,Paris,"155, Boulevard Du Montparnasse",Paris
1580,Campanile Paris 12 - Bercy Village,48.83521,2.38757,Paris,17 Rue Baron Le Roy,Paris
1581,Sofitel Paris Le Faubourg,48.86853,2.32151,Paris,15 Rue Boissy D Anglas,Paris
1582,Too Hotel Paris Mgallery,48.82493,2.38367,Paris,65 Rue Bruneseau,Paris
1583,B&B Hotel Paris Nord Gonesse Parc Des Ex,48.98042,2.44288,Gonesse,Rue Jean Mermoz,Paris
1584,All Suites Appart Hotel Et Hotel Paris 1,48.81679,2.3576,Paris,17-25 Rue Gerda Taro,Paris
1585,Royal Opera,48.87216,2.32532,Paris,5 Rue De Castellane,Paris
1586,La Maison Boheme,48.88686,2.34114,Paris,1 Rue Saint-Rustique,Paris
1587,Hotel Paris Vaugirard,48.83304,2.28907,Paris,403 Rue De Vaugirard,Paris
1588,Hotel De Pourtales,48.8714,2.32524,Paris,7 Rue Tronchet,Paris
1589,Hotel Litteraire Le Swann,48.87978,2.32069,Paris,11-15 Rue De Constantinople,Paris
1590,L Imprimerie Hotel,48.90149,2.30582,Clichy,15 Rue Victor Meric,Paris
1591,Hotel Malar,48.86021,2.306,Paris,29 Rue Malar,Paris
1592,Hotel Relais Du Louvre,48.85926,2.34098,Paris,19 Rue Des Pretres Saint,Paris
1594,Hotel National Des Arts Et Metiers,48.86576,2.35307,Paris,243 Rue Saint Martin,Paris
1595,B&B Hotel Versailles Rocquencourt,48.83624,2.10917,Rocquencourt,14 Avenue De Voluceau,Paris
1596,Sejours Affaires Paris Vitry,48.79982,2.38103,Vitry Sur Seine,108 Boulevard De Stalingrad,Paris
1597,Les Maisons De Campagne -  Maison Du Val,48.92124,2.10618,Saint Germain En Laye,Route Forestiere Des Brancas,Paris
1598,Ibis Styles Paris Jardin,48.89249,2.37455,Paris,219 Rue De Crimee,Paris
1599,Saint Sulpice,48.851,2.3358,Paris,3 Rue Garanciere,Paris
1600,Kyriad Paris 12 - Nation,48.84639,2.40169,Paris,54 Rue Du Rendez Vous,Paris
1601,Concortel Hotel,48.87258,2.3233,Paris,21 Rue Pasquier,Paris
1602,Sejours Affaires Atlantis,48.72582,2.26501,Massy,6 Rue Christophe Colomb,Paris
1603,B&B Hotel Evry Lisses 1,48.59398,2.43922,Lisses,"Zac Du Clos Aux Pois, 2 Rue Des Petits Champs",Paris
1604,Monsieur Aristide Hotel,48.88531,2.33516,Paris,3 Rue Aristide Bruan,Paris
1605,Locomo Paris Gare De Lyon,48.84696,2.3721,Paris,6 Bis Rue De Lyon,Paris
1606,Mercure Paris Arc De Triomphe Etoile,48.87829,2.29499,Paris,27 Avenue Des Ternes,Paris
1607,Paris Saint Cloud Hotel,48.8422,2.21948,Saint Cloud,34 36 Rue Royale,Paris
1608,Hotel Claude Bernard,48.84887,2.34688,Paris,43 Rue Des Ecoles,Paris
1609,Hc Hotel Sanso,48.829,2.37519,Paris,15 Rue De Tolbiac,Paris
1610,Hotel Paris Bastille Boutet,48.85189,2.38377,Paris,22 24 Rue Faidherbe,Paris
1611,Highstay Luxury Serviced Apt Chapon Ii,48.86309,2.35656,Paris,13 Rue Chapon,Paris
1612,Hotel Les Jardins De La Villa,48.88022,2.28598,Paris,5 Rue Belidor,Paris
1613,B&B Hotel Marne La Vallee Torcy,48.83897,2.6531,Torcy,3Ter Rue Pierre Mendes France,Paris
1614,Plessis Grand Hotel - Le Plessis-Robinso,48.77982,2.25995,Plessis-Robinson,51 Avenue Aristide Briand,Paris
1615,Hotel Le 10 Bis,48.87801,2.2865,Paris,10 Bis Rue Debarcadere,Paris
1616,Ibis Styles Paris Val De Fontenay Hotel,48.85277,2.4869,Fontenay Sous Bois,2-4 Avenue Du Val De Fontenay,Paris
1617,Hotel Thoumieux,48.85975,2.3086,Paris,79 Rue Saint Dominique,Paris
1618,37 Lodge Courbevoie La Defense,48.89777,2.25229,Courbevoie,35-37 Rue Pierre Lhomme,Paris
1619,Hotel Louis 2,48.8516,2.33821,Paris,"2, Rue Saint Sulpice",Paris
1620,Hotel Mont Dore,48.88372,2.32276,Paris,19 Rue Du Mont Dore,Paris
1621,Timhotel Boulogne Rives De Seine,48.82723,2.24735,Boulogne Billancourt,251 Boulevard Jean Jaures,Paris
1622,Hotel Amoi,48.86972,2.36098,Paris,12 Rue Du Chateau D Eau,Paris
1623,Comfort Hotel Rungis - Orly,48.75681,2.34729,Rungis,2 Rue Mondetour,Paris
1624,Grand Powers,48.86914,2.30315,Paris,52 Rue Francois 1Er,Paris
1625,Hotel Magda Champs Elysees,48.87604,2.29531,Paris,7 Rue Troyon,Paris
1626,Le Rendez-Vous Batignolles,48.88415,2.32304,Paris,17 Rue Lecluse,Paris
1627,Saint James Paris,48.87068,2.27988,Paris,"5 Place Du Chancelier, Adenauer",Paris
1628,Og Paris Sud Orly Draveil,48.68682,2.39024,Paris,Avenue De Bellevue 46,Paris
1629,Des Academies Et Des Arts,48.84214,2.33036,Paris,15 Rue De La Grande Chaumiere,Paris
1630,Pavillon De La Reine,48.85627,2.36604,Paris,28 Place Des Vosges,Paris
1631,De La Porte Doree,48.83597,2.40597,Paris,273 Avenue Daumesnil,Paris
1632,Hotel Opera Liege,48.8796,2.32805,Paris,9 Rue De Liege,Paris
1633,Hotel Du Temps Paris,48.87651,2.34747,Paris,11 Rue De Montholon,Paris
1634,Hotel Arcadie Montparnasse,48.83895,2.3226,Paris,71 Avenue Du Maine,Paris
1635,Enzo Hotels Trappes By Kyriad Direct,48.77,2.00281,Trappes,Rue Eugene Henaff,Paris
1636,Adagio Access Vanves Porte De Versailles,48.82122,2.29278,Vanves,26 Rue Jean Bleuzen,Paris
1637,Arty Paris Porte De Versailles,48.83187,2.30453,Paris,62 Rue Des Morillons,Paris
1638,De L'Universite,48.85702,2.32999,Paris,22 Rue De L Universite,Paris
1639,Sevres Saint Germain Hotel,48.84928,2.32491,Paris,22 Rue Saint Placide,Paris
1640,Residhome Paris Guyancourt,48.77508,2.07177,Guyancourt,6 Boulevard Du Chateau,Paris
1641,Hotelf1 Paris Saint Ouen,48.90118,2.33257,Paris,29 Rue Du Docteur Babinski,Paris
1642,Mercure Paris Saint Cloud Hippodrome,48.8447,2.21134,Saint Cloud,43 Boulevard De La Republique,Paris
1643,Novotel Paris Porte D'Orleans,48.81955,2.32618,Paris,"15, 17, 21 Boulevard Romain, Rolland",Paris
1644,Adagio Access Paris Massy Gare,48.72702,2.2572,Massy,2A Place De L Union Europeenne,Paris
1645,Chateau Frontenac Hotel,48.86905,2.30283,Paris,54 Rue Pierre Charron,Paris
1646,Hotel Claridge-Worldhotel,48.86849,2.30368,Paris,37 Rue Francois 1Er,Paris
1647,Le Metropolitan Paris Tour Eiffel,48.86566,2.28304,Paris,10 Place De Mexico,Paris
1648,B&B Hotel Paris Le Bourget,48.92889,2.41901,La Courneuve,211 Rue Paul Vaillant Couturier,Paris
1649,B&B Hotel Champigny Sur Marne,48.82733,2.51881,Champigny Sur Marne,307 Avenue Du General De Gaulle,Paris
1650,Chess Hotel,48.87165,2.33497,Paris,6 Rue Du Helder,Paris
1651,Paris J Adore Hotel Et Spa,48.88254,2.31924,Paris,7 Rue Beudant,Paris
1652,Nh Paris Gare De L Est,48.87587,2.35896,Paris,5 Rue Du 8 Mai 45,Paris
1653,B&B Hotel Saint Denis Porte De Paris,48.93378,2.37112,Saint Denis,14 Avenue Du Docteur Lamaze,Paris
1654,Ibis Rueil Malmaison Center,48.88006,2.18522,Rueil Malmaison,16 Boulevard De L Hopital Ste,Paris
1655,Hotel De Montesquieu,48.87285,2.30731,Paris,8 Rue Frederic Bastiat,Paris
1656,Quality Aparthotel Parc Marne La Vallee,48.85005,2.82308,Bailly-Romainvilliers,34 Rue Du Bois Trou,Paris
1657,Doubletree By Hilton Paris Boulogne,48.83631,2.25273,Boulogne Billancourt,31-33 Avenue Edouard Vaillant,Paris
1658,Hotel Chatillon,48.82568,2.32321,Paris,11 Square Chatillon,Paris
1659,Le Dokhans Paris Arc De Triomphe,48.8663,2.28663,Paris,117 Rue Lauriston,Paris
1660,Eiffel Petit Louvre,48.85053,2.29235,Paris,1 Rue De Lourmel,Paris
1661,Serotel Lutece,48.84004,2.34586,Paris,"2, Rue Berthollet",Paris
1662,Hotel L Antoine,48.8525,2.3722,Paris,10 To 12 Rue De Charonne,Paris
1663,Bloom House Hotel & Spa,48.8815,2.36261,Paris,23 Rue Du Chateau Landon,Paris
1664,Best Western 11Bauer Paris St Ouen,48.91213,2.33648,Saint-Ouen-Sur-Seine,11 Rue Du Docteur Bauer,Paris
1665,Odalys City Paris Montmartre,48.88823,2.34239,Paris,7-9 Rue Saint Vincent,Paris
1666,Hotel A La Villa Des Artistes,48.84227,2.33086,Paris,9 Rue De La Grande Chaumiere,Paris
1667,Contact Hotel La Chaumiere,48.97404,1.91283,Les Mureaux,1Bis Rue Des Pleiades,Paris
1668,Adagio Access Palaiseau Saclay,48.715,2.19705,Palaiseau,6 Boulevard Gaspard Monge,Paris
1669,Des 3 Poussins,48.87908,2.33825,Paris,15 Rue Clauzel,Paris
1671,Adagio Access Paris Ivry,48.81468,2.39692,Ivry Sur Seine,50 Boulevard De Brandebourg,Paris
1672,Mademoiselle,48.87728,2.35435,Paris,7 Rue Des Petits Hotels,Paris
1673,Renaissance Paris Hippodrome,48.85923,2.19563,Rueil Malmaison,123 Rue Du Lieutenant Colonel,Paris
1674,Mercure Paris Bastille Marais,48.85715,2.38066,Paris,53 Rue Richard Lenoir,Paris
1675,Bw Premier Faubourg 88,48.87768,2.34919,Paris,88 Rue Du Faubourg Poissoniere,Paris
1676,Novotel Massy Palaiseau,48.71863,2.26418,Palaiseau,18 20 Rue Emile Baudot,Paris
1677,Campanile Chantilly,49.2039,2.45999,Chantilly,Rn16 Gouvieux,Paris
1678,Hc Hotel Cervantes Paris,48.88099,2.32304,Paris,19 Rue De Berne,Paris
